window,label,mode,status,coin,side,ts_open,ts_close,notional,potential_pp,cash_bybit_after_open,cash_okx_after_open,cash_bybit_after_close,cash_okx_after_close,cash_bybit,cash_okx,equity_bybit,equity_okx,pnl_bybit,pnl_okx,fee_bybit,fee_okx
is,frozen,fixed100,closed,KAITO,long,1786446062,1786464057,100.0,0.20422412157058717,99.9,99.95,99.72296444512854,100.4914201183432,99.72296444512854,100.4914201183432,99.72296444512854,100.4914201183432,-0.07695859627519545,0.591715976331365,0.2000769585962752,0.1002958579881657
is,frozen,fixed100,closed,KAITO,long,1786483114,1786492857,100.0,0.22116167545318605,99.62296444512855,100.4414201183432,101.99888009440713,98.43632952991928,101.99888009440713,98.43632952991928,101.99888009440713,98.43632952991928,2.473442207071517,-1.9560686227352875,0.1975265577929285,0.09902196568863236
is,frozen,fixed100,closed,KAITO,long,1786505611,1786507312,100.0,0.29351259469985963,101.89888009440713,98.38632952991928,102.77726496862601,97.96259355202952,102.77726496862601,97.96259355202952,102.77726496862601,97.96259355202952,0.9774074667521221,-0.37392293935944865,0.19902259253324786,0.09981303853032027
is,frozen,fixed100,closed,KAITO,long,1786514433,1786521637,100.0,0.6373310208320617,102.67726496862602,97.91259355202952,103.23076586629209,98.1611002717906,103.23076586629209,98.1611002717906,103.23076586629209,98.1611002717906,0.6528480496164523,0.29865604778497157,0.19934715195038355,0.10014932802389248
is,frozen,fixed100,closed,BEAT,long,1786541636,1786546201,100.0,0.23051453083753587,103.1307658662921,98.1111002717906,98.92108844693725,102.71999495170014,98.92108844693725,102.71999495170014,98.92108844693725,102.71999495170014,-4.105571847507336,4.661225292555818,0.20410557184750733,0.10233061264627791
is,frozen,fixed100,closed,ACU,long,1786600054,1786602084,100.0,0.6770085550844669,98.82108844693725,102.66999495170015,95.97779220952339,106.3725144500944,95.97779220952339,106.3725144500944,95.97779220952339,106.3725144500944,-2.74055568173214,3.7543966967426194,0.20274055568173213,0.10187719834837133
is,frozen,fixed100,closed,HOME,long,1786629763,1786636861,100.0,0.22594682574272157,95.87779220952339,106.3225144500944,95.05521791497009,107.52755127033609,95.05521791497009,107.52755127033609,95.05521791497009,107.52755127033609,-0.7218524421111905,1.2556646525679707,0.20072185244211121,0.100627832326284
is,frozen,fixed100,closed,HOME,long,1786669924,1786686382,100.0,0.25120912194252015,94.95521791497009,107.4775512703361,86.78043250724477,116.09191710719529,86.78043250724477,116.09191710719529,86.78043250724477,116.09191710719529,-8.066718689036282,8.66870018695267,0.2080667186890363,0.10433435009347633
is,frozen,fixed100,closed,2Z,long,1786688000,1786705082,100.0,0.21554599404335023,86.68043250724477,116.04191710719529,85.24860706818146,117.8471375248287,85.24860706818146,117.8471375248287,85.24860706818146,117.8471375248287,-1.330494944119201,1.856148491879349,0.2013304949441192,0.10092807424593968
is,frozen,fixed100,closed,2Z,long,1786710836,1786718194,100.0,0.21976625621318818,85.14860706818146,117.7971375248287,85.98395298013115,117.33135709437111,85.98395298013115,117.33135709437111,85.98395298013115,117.33135709437111,0.9344115004492356,-0.41598842466992414,0.19906558849955075,0.09979200578766503
is,frozen,fixed100,closed,RVN,long,1786718194,1786723211,100.0,1.0776719570159912,85.88395298013116,117.28135709437112,92.69693640554553,111.62440587485892,92.69693640554553,111.62440587485892,92.69693640554553,111.62440587485892,6.906077348066301,-5.60975609756098,0.19309392265193367,0.09719512195121952
is,frozen,fixed100,closed,CAP,long,1786730607,1786732266,100.0,0.28488774299621583,92.59693640554553,111.57440587485893,105.58304136918764,98.96907116345805,105.58304136918764,98.96907116345805,105.58304136918764,98.96907116345805,13.073031931710402,-12.561615519160446,0.18692696806828962,0.09371919224041977
is,frozen,fixed100,closed,CAP,long,1786733445,1786733684,100.0,6.678063046932221,105.48304136918765,98.91907116345806,122.43910332927106,88.01829893373846,122.43910332927106,88.01829893373846,122.43910332927106,88.01829893373846,17.039022937146267,-10.856200329884535,0.18296097706285375,0.09457189983505773
is,frozen,fixed100,closed,CAP,short,1786733685,1786733748,100.0,2.9009881138801576,122.33910332927107,87.96829893373847,123.42552329484766,89.95156228610662,123.42552329484766,89.95156228610662,123.42552329484766,89.95156228610662,1.187607573149747,2.0322472287537834,0.20118760757314974,0.09898387638562312
is,frozen,fixed100,closed,CAP,long,1786733772,1786749473,100.0,0.21223921775817872,123.32552329484767,89.90156228610662,112.11842049110936,101.51954511872464,112.11842049110936,101.51954511872464,112.11842049110936,101.51954511872464,-11.096006796941367,11.67381974248926,0.21109600679694138,0.10583690987124464
is,frozen,fixed100,closed,CAP,long,1786753017,1786789435,100.0,0.22431724965572358,112.01842049110937,101.46954511872464,107.8862893435684,105.99560710739675,107.8862893435684,105.99560710739675,107.8862893435684,105.99560710739675,-4.028103044496485,4.578351164254241,0.20402810304449648,0.10228917558212713
is,frozen,fixed100,closed,WAL,long,1786789784,1786912522,100.0,0.20040805339813234,107.7862893435684,105.94560710739675,127.95462206885114,86.05988494642651,127.95462206885114,86.05988494642651,127.95462206885114,86.05988494642651,20.248084640642098,-19.84564498346197,0.17975191535935792,0.09007717750826902
is,frozen,fixed100,closed,ONT,long,1787258005,1787263118,100.0,0.30505876131355764,127.85462206885114,86.00988494642651,136.07328358751266,78.2116795810241,136.07328358751266,78.2116795810241,136.07328358751266,78.2116795810241,8.31035116749403,-7.752081406105456,0.19168964883250597,0.09612395929694728
is,frozen,fixed100,closed,ONT,long,1787266388,1787268904,100.0,0.20269240140914918,135.97328358751267,78.1616795810241,140.25891002871174,74.21827841823341,140.25891002871174,74.21827841823341,140.25891002871174,74.21827841823341,4.381245196003082,-3.895348837209298,0.1956187548039969,0.09805232558139536
is,frozen,fixed100,closed,ONT,long,1787272315,1787300442,100.0,0.2038760006427765,140.15891002871174,74.16827841823341,147.66048897608016,66.99792980133307,147.66048897608016,66.99792980133307,147.66048897608016,66.99792980133307,7.593984962406005,-7.123910572186433,0.19240601503759397,0.0964380447139068
is,frozen,fixed100,closed,HMSTR,short,1787375473,1787375569,100.0,5.632081699371338,147.56048897608017,66.94792980133307,165.7913461189373,55.5204027255208,165.7913461189373,55.5204027255208,165.7913461189373,55.5204027255208,18.349206349206348,-11.371841155234655,0.21834920634920635,0.10568592057761733
is,frozen,fixed100,closed,COAI,long,1787375569,1787376082,100.0,1.086129468679428,165.6913461189373,55.470402725520806,157.69506640829314,64.81681637454587,157.69506640829314,64.81681637454587,157.69506640829314,64.81681637454587,-7.888391319324827,9.401114206128122,0.20788839131932482,0.10470055710306406
is,frozen,fixed100,closed,GIGGLE,long,1787376082,1787380500,100.0,0.23096452355384828,157.59506640829315,64.76681637454587,159.28066278741989,63.45840490923647,159.28066278741989,63.45840490923647,159.28066278741989,63.45840490923647,1.7838125665601747,-1.2590409858023008,0.19821618743343983,0.09937047950709885
is,frozen,fixed100,closed,MOVE,long,1787385385,1787387413,100.0,0.21920855045318605,159.1806627874199,63.408404909236474,164.57001762612958,58.371182266093264,164.57001762612958,58.371182266093264,164.57001762612958,58.371182266093264,5.483870967741937,-4.989717501894158,0.19451612903225807,0.0975051412490529
is,frozen,fixed100,closed,MOVE,long,1787446997,1787455107,100.0,0.20315794348716737,164.4700176261296,58.32118226609327,178.7484167489366,44.34933835718326,178.7484167489366,44.34933835718326,178.7484167489366,44.34933835718326,14.364035087719294,-13.928808313066547,0.1856359649122807,0.09303559584346671
is,frozen,fixed100,closed,ONT,long,1787663309,1787667209,100.0,0.4532636895775795,178.6484167489366,44.29933835718326,182.586306178074,40.946106107319444,182.586306178074,40.946106107319444,182.586306178074,40.946106107319444,4.03385557356385,-3.3048846922099187,0.19596614442643612,0.09834755765389505
is,frozen,fixed100,closed,EDEN,long,1787729195,1787732459,100.0,0.2257328748703003,182.48630617807402,40.89610610731945,185.2368359793985,38.513939440652784,185.2368359793985,38.513939440652784,185.2368359793985,38.513939440652784,2.847682119205297,-2.333333333333331,0.1971523178807947,0.09883333333333333
is,frozen,fixed100,closed,BICO,long,1787750977,1787754806,100.0,0.20775188207626344,185.1368359793985,38.46393944065279,184.42594548601704,39.537944630964205,184.42594548601704,39.537944630964205,184.42594548601704,39.537944630964205,-0.6102802131682988,1.1245674740484422,0.20061028021316832,0.10056228373702422
is,frozen,fixed100,closed,ONT,long,1787754806,1787756689,100.0,0.411020827293396,184.32594548601705,39.48794463096421,189.12333840966696,35.228626642899414,189.12333840966696,35.228626642899414,189.12333840966696,35.228626642899414,4.892500423226675,-4.211423699914748,0.19510749957677334,0.09789428815004264
is,frozen,fixed100,closed,BICO,long,1787757213,1787758630,100.0,0.2325303375720978,189.02333840966696,35.17862664289942,187.43902620245802,37.154903446018324,187.43902620245802,37.154903446018324,187.43902620245802,37.154903446018324,-1.482829377831112,2.0272904483430785,0.20148282937783113,0.10101364522417154
is,frozen,fixed100,closed,EDEN,long,1787763764,1787777336,100.0,0.20008450448513032,187.33902620245803,37.10490344601833,186.3341321874954,38.46662660986013,186.3341321874954,38.46662660986013,186.3341321874954,38.46662660986013,-0.9039900249376731,1.4124293785310704,0.20090399002493767,0.10070621468926555
is,frozen,fixed100,closed,ONT,short,1787778899,1787780733,100.0,0.27344677299261094,186.23413218749542,38.41662660986013,190.2415744185711,34.85109954433307,190.2415744185711,34.85109954433307,190.2415744185711,34.85109954433307,4.111553784860556,-3.5137701804368464,0.20411155378486057,0.10175688509021842
is,frozen,fixed100,closed,ONT,short,1787785705,1787789172,100.0,0.2351804792881012,190.1415744185711,34.80109954433307,193.26271854932892,32.07896585686073,193.26271854932892,32.07896585686073,193.26271854932892,32.07896585686073,3.2243684992570656,-2.670798288328178,0.20322436849925707,0.10133539914416409
is,frozen,fixed100,closed,ONT,long,1787789578,1787797669,100.0,0.38572995625436307,193.16271854932893,32.02896585686073,202.55920484588552,23.121562119601403,202.55920484588552,23.121562119601403,202.55920484588552,23.121562119601403,9.486999297259318,-8.86183465458662,0.19051300070274066,0.0955690826727067
is,frozen,fixed100,closed,BICO,long,1787802088,1787803113,100.0,0.4941717952489853,202.45920484588552,23.071562119601403,203.7168177022741,22.455932958482894,203.7168177022741,22.455932958482894,203.7168177022741,22.455932958482894,1.356256599788812,-0.5659121171770972,0.19864374340021118,0.09971704394141145
is,frozen,fixed100,closed,BICO,long,1787803348,1787809070,100.0,0.21010045409202577,203.61681770227412,22.405932958482893,209.24773373280848,17.119225325882635,209.24773373280848,17.119225325882635,209.24773373280848,17.119225325882635,5.725190839694663,-5.239327296248383,0.19427480916030535,0.09738033635187582
is,frozen,fixed100,closed,BICO,long,1787816365,1787817846,100.0,0.3444871425628662,209.1477337328085,17.069225325882634,212.26438518433304,14.438443326620373,212.26438518433304,14.438443326620373,212.26438518433304,14.438443326620373,3.213438013511042,-2.582073035780152,0.19678656198648897,0.09870896348210992
is,frozen,fixed100_equalize,closed,KAITO,long,1786446062,1786464057,100.0,0.20422412157058717,99.9,99.95,99.72296444512854,100.4914201183432,100.10719228173588,100.10719228173588,100.10719228173588,100.10719228173588,-0.07695859627519545,0.591715976331365,0.2000769585962752,0.1002958579881657
