base_coin,n_ticks,std_spread_long,std_spread_short,mean_spread_long,mean_spread_short,days_with_ticks,std_spread,std_status,window_start,window_end,n_files,n_tables
IBM,2422051,0.04402915552905331,0.03829245173833268,-0.04623843344982677,-0.06747258716056746,25,0.04402915552905331,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ICP,6830361,0.04942418964377481,0.05002503623767982,-0.04959622954047344,-0.042250641958152,25,0.05002503623767982,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ICX,1825025,0.15809743879239976,0.13970260584427538,-0.03282094219005175,-0.17120906291612514,25,0.15809743879239976,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
IMX,3125947,0.07876748535670988,0.07221787155156993,-0.14283112591277475,-0.05232841278374006,25,0.07876748535670988,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
INIT,2488445,0.06838605318226794,0.0684093844104824,-0.1707691856991048,-0.056910679722995725,25,0.0684093844104824,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
INJ,8925133,0.036799032954288526,0.03694108818271338,-0.020318346422312512,-0.027505885181921902,25,0.03694108818271338,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
INTC,11064552,0.022651412618947,0.02226629150900613,0.00853016788063659,-0.038517641669807284,25,0.022651412618947,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
IOST,2424007,0.07997560948557128,0.0775308145948236,0.039716018170252505,-0.2288223050955063,25,0.07997560948557128,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
IOTA,3211466,0.045965595878895024,0.051068041839836716,0.010928775989072284,-0.13109611054225223,25,0.051068041839836716,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
IREN,5022707,0.0664814744953779,0.06382250619469472,-0.12801332995698586,-0.04805206573466673,25,0.0664814744953779,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
IRYS,4825357,0.10857866348799784,0.11307576454604193,-0.19966598894331672,0.019817654242414585,25,0.11307576454604193,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
IWM,2282778,0.06370814665789333,0.05827883279588815,-0.1823168040529337,0.00589355846205082,25,0.06370814665789333,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
JELLYJELLY,3205321,0.06052390387779864,0.06817287602723825,-0.025062780591013866,-0.14398173317321528,25,0.06817287602723825,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
JTO,7264926,0.04173751384353985,0.04131051279347885,-0.01852392160916635,-0.035423207472600256,25,0.04173751384353985,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
JUP,6481103,0.04714915154779297,0.046173542277143556,-0.02925776087447386,-0.0808892214206565,25,0.04714915154779297,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
KAITO,15719809,0.4260598047809863,0.4277401580161928,0.268478282618734,-0.32377317187405397,25,0.4277401580161928,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
KAT,2326754,0.08615436625556135,0.09279477938330959,0.045356367828516084,-0.17970223260598778,25,0.09279477938330959,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
KGEN,3476481,0.11002841209969687,0.10524066503303568,0.01749467367755425,-0.25115238416321634,25,0.11002841209969687,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
KITE,3693204,0.08277643215939251,0.08274959015556867,0.01844026312144598,-0.16645390338187968,25,0.08277643215939251,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
KLAC,3992951,0.12070654893600409,0.12159214886449796,-0.19463684330786185,-0.2664779227252664,25,0.12159214886449796,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
KMNO,3253798,0.17898498987160363,0.21018676178480306,0.03282625802437827,-0.1857804811039722,25,0.21018676178480306,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
KORU,23862065,0.0445934365968039,0.04368167184761204,-0.061029182104946185,-0.04594899333256092,25,0.0445934365968039,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
KSM,2744099,0.04849391943642005,0.048884258563936425,-0.07364512127909895,-0.035829819798759176,25,0.048884258563936425,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LA,6352374,0.1319905421487699,0.12093039258782312,0.01192867043499682,-0.09671152855671675,25,0.1319905421487699,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LAB,13868252,0.11220981402597717,0.11735576037400394,-0.04004143486189397,-0.12949852450320923,25,0.11735576037400394,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LDO,7411408,0.03847549613812846,0.039607850303235236,-0.040848248828515094,-0.030240057959193243,25,0.039607850303235236,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LIGHT,5074631,0.11076018152106815,0.11178220765696921,-0.10252711153635441,-0.08268843634153902,25,0.11178220765696921,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LINEA,2867776,0.05493004552695196,0.05288150100780608,-0.05318773406914663,-0.04728057361832011,25,0.05493004552695196,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LINK,18918680,0.018905547516908445,0.019414755318323425,-0.01901666767072971,-0.0014542558526884494,25,0.019414755318323425,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LIT,15848341,0.06796743483683514,0.06369999777887794,-0.025556413320691983,-0.022828345682082442,25,0.06796743483683514,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LITE,17744696,0.05032214449519876,0.04833331664326942,-0.0517018313411608,-0.0312184043999631,25,0.05032214449519876,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LLY,3105793,0.09934251593006652,0.12766957542710686,-0.061382744980898477,-0.11883939260304627,25,0.12766957542710686,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LPT,3573773,0.06659865403520525,0.07189648378509027,-0.03434065271947138,-0.09679810490398776,25,0.07189648378509027,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LQTY,2037267,0.08386396182784413,0.08737024368381732,-0.014404091422851298,-0.21677595590334697,25,0.08737024368381732,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LRCX,2936628,0.12841984901002834,0.12093749487619236,-0.19495033786381571,-0.29146524048023925,25,0.12841984901002834,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
LTC,12064499,0.026010532966715346,0.02719476460692233,-0.025593082110142207,-0.01628572915826242,25,0.02719476460692233,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MAGIC,2397743,0.06171044452818245,0.05852234315790095,-0.02228780049222154,-0.09448768650286823,25,0.06171044452818245,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MANA,4079001,0.04692758423904896,0.044151171887089176,-0.10047818157452251,0.020256128690891766,25,0.04692758423904896,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MASK,2582354,0.059634561004177224,0.05982042917489761,0.006962641429937125,-0.13282961436936586,25,0.05982042917489761,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ME,4697031,0.19117714903653912,0.14852534797319014,-0.07546497689215488,-0.035308795346202265,25,0.19117714903653912,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MEGA,3715964,0.06423089193172268,0.061744039278621356,-0.08980184787002173,-0.008210353366567797,25,0.06423089193172268,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MEME,3006836,0.052103760628526646,0.055932300516874,-0.01786731512243586,-0.12098317333104848,25,0.055932300516874,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MERL,2705874,0.07897546952247719,0.08263521243133923,-0.1280962075609631,-0.04046596291815937,25,0.08263521243133923,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MET,3442711,0.07925903590283206,0.08992027464175543,-0.01859510672916449,-0.11974495056478471,25,0.08992027464175543,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
META,3907964,0.037749462424841694,0.034967238844092106,-0.04544754758612078,0.006373229489209588,25,0.037749462424841694,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
METIS,2054238,0.07347606541656808,0.07478838454438301,0.03263030824787699,-0.2028526447704635,25,0.07478838454438301,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MEW,3501323,0.053566126331054724,0.05002599184027598,-0.1223838359130772,-0.005336464844407362,25,0.053566126331054724,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MINA,2847083,0.06547066529131039,0.08125621426445716,0.03370649224571328,-0.16325736247870284,25,0.08125621426445716,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MMT,7077419,0.07371729629076113,0.0690070665193728,-0.015089714520708912,-0.09519258639104557,25,0.07371729629076113,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MON,6937394,0.06255280797215018,0.06591052602224969,0.047619484299479126,-0.13986639363505754,25,0.06591052602224969,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MOODENG,5733934,0.05433093605097211,0.06062637133968609,-0.02166837417740875,-0.06873990412904588,25,0.06062637133968609,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MORPHO,6128198,0.11998933574780861,0.09912212837486838,-0.031721522152292125,-0.057296413532184606,25,0.11998933574780861,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MOVE,5602911,0.1656511687644763,0.1776951592953582,-0.004370145650025963,-0.17115561048276454,25,0.1776951592953582,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MRVL,10941672,0.03276028717293288,0.034130536654847,-0.036611902511179496,0.006898416807712682,25,0.034130536654847,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MSFT,4040239,0.02780595090000254,0.028616370084580022,-0.02398975450432993,0.005876593109636068,25,0.028616370084580022,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MSTR,11839410,0.026078691245730982,0.026465307642179883,-0.015087528237146867,-0.02101039389802704,25,0.026465307642179883,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MU,22677192,0.02845100361597262,0.028193338190694327,-3.5971534965359634e-05,-0.00969361486303672,25,0.02845100361597262,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MUBARAK,9184332,0.14078196202428467,0.13714598862476046,-0.0769100132136976,-0.04097929988286466,25,0.14078196202428467,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MUU,11910334,0.055897669683166694,0.05669798101170888,-0.045243305965012026,-0.05243097071297695,25,0.05669798101170888,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
MVLL,9678585,0.07220679512597517,0.07012923926233673,-0.08181549834323174,-0.05055841279633511,25,0.07220679512597517,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
NBIS,10417639,0.0410301565664039,0.04127594960074219,-0.05898295613734003,-0.013751949827235781,25,0.04127594960074219,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
NEAR,16496418,0.04017595603029782,0.03563823333184757,-0.05339015803589736,-0.0494148883444208,25,0.04017595603029782,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
NEO,2198655,0.05564685415004437,0.055730555789426886,-0.04641246608139362,-0.10379709211199019,25,0.055730555789426886,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
NFLX,2262464,0.05976304415206107,0.0564501094712343,-0.12652205290556606,-0.0695952232250785,25,0.05976304415206107,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
NIGHT,2820215,0.07145505406667978,0.07491708208928369,-0.030742518711007118,-0.10426170893262993,25,0.07491708208928369,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
NMR,2160619,0.05931307862138002,0.06105267511166092,-0.019122854549130684,-0.16934152077670322,25,0.06105267511166092,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
NOT,3594290,0.05729015536710435,0.053809816904704856,-0.06278271413978229,-0.030519698702804233,25,0.05729015536710435,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
NOW,2961397,0.0713809265460307,0.07464714431080709,-0.0744755940068081,-0.1550971603697202,25,0.07464714431080709,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
NVDA,8220309,0.02098580310236821,0.02098141831372577,0.002133967582345638,-0.014003573274622651,25,0.02098580310236821,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
O,3216332,0.1172843486028979,0.1154063558955363,-0.0657164513831318,-0.07564144787184827,25,0.1172843486028979,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
OKB,5380772,0.04830980889589465,0.04859006958203091,0.016798068040862934,-0.06965383289633642,25,0.04859006958203091,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ONDO,14553246,0.10197527892165574,0.0940096523140025,-0.013439167243753844,-0.04319339776786743,25,0.10197527892165574,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ONDS,2035831,0.11653322294857939,0.12747657224004502,-0.21301946413169542,-0.17577035430818216,25,0.12747657224004502,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ONT,5334315,0.3574997918196745,0.3604609398064112,0.07633303134767598,-0.17350453687568362,25,0.3604609398064112,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
OP,10217371,0.036233014046202064,0.03560050834843772,-0.04056336726285084,0.012556681560253512,25,0.036233014046202064,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
OPG,4579908,0.09500347403041189,0.12148153051839376,-0.08933326539486174,-0.04706039033096902,25,0.12148153051839376,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
OPN,4748627,0.11590409552159164,0.11169541270731113,-0.04182394016406002,-0.08708540767164769,25,0.11590409552159164,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ORCL,5348422,0.04504947288192621,0.04512154229760806,-0.05004731148024756,-0.02253523062596853,25,0.04512154229760806,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ORDER,2059510,0.10831210476992716,0.11028508835828701,-0.31075268453284083,0.13925010393118212,25,0.11028508835828701,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ORDI,8388500,0.05906919830583253,0.05984314207756921,-0.08213974130880744,0.014550255810901355,25,0.05984314207756921,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PARTI,2662496,0.13093868854012788,0.09536732861401913,-0.11563417777032191,-0.07532314981491503,25,0.13093868854012788,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PENDLE,6272383,0.07015116663559468,0.07206347685629863,-0.03155506227350804,-0.11864787509001118,25,0.07206347685629863,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PENGU,16162679,0.037852355792231916,0.03612824218063819,-0.01941719266096294,-0.008726846126168334,25,0.037852355792231916,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PEOPLE,8784435,0.062179185596036655,0.061089244937314026,-0.09504384484216562,-0.0017284817361244587,25,0.062179185596036655,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PIEVERSE,5903143,0.09854053143922177,0.09077776029691477,-0.04119872437316236,-0.052540065305900045,25,0.09854053143922177,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PIPPIN,5230271,0.1032988557351628,0.11480440391057853,-0.0037710022871158036,-0.12319431645547246,25,0.11480440391057853,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PLTR,5019027,0.05223214597252266,0.04521535373597938,-0.039440533799675534,-0.018683525638554993,25,0.05223214597252266,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PLUME,5140374,0.08921626968208071,0.08329344940841577,-0.10990088293600693,-0.038022997126552764,25,0.08921626968208071,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PNUT,6548478,0.047063556821558085,0.05473108750264241,-0.05211009482840769,-0.03621751770439558,25,0.05473108750264241,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
POET,3264480,0.393524977201104,0.32502502398951466,-0.4869581995025254,-0.18403038561928184,25,0.393524977201104,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
POL,8022841,0.0422788433835755,0.039807477847108835,-0.05629311652050901,0.021830810878410697,25,0.0422788433835755,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
POPCAT,4911448,0.06304786388958983,0.05394057053444039,-0.1276234058751121,0.01924420487237174,25,0.06304786388958983,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PROVE,1798717,0.06369827016763369,0.06612782206896811,0.009493362487316918,-0.16780775064959366,25,0.06612782206896811,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
PYTH,6193776,0.048868495480998385,0.04862736273922357,0.006501309038516155,-0.09847707463416519,25,0.048868495480998385,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
QCOM,4524281,0.05437872523325058,0.0550388061632822,-0.11266043900535859,-0.017456443167446517,25,0.0550388061632822,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
QQQ,5885575,0.02520282014996412,0.02538328174138851,-0.020732030077972856,0.015267534407176044,25,0.02538328174138851,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
QTUM,3050008,0.061515418264436246,0.060049722963896074,-0.06512016305837796,-0.07296458301990431,25,0.061515418264436246,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
RAVE,9331819,0.09601953290755641,0.09335191834157654,-0.21085851486765472,0.12358300066443131,25,0.09601953290755641,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
RDW,3845752,0.22430830503871596,0.21599788340159584,-0.2120011994310414,-0.10128713785353405,25,0.22430830503871596,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
RE,9657290,0.04296042780626082,0.04276461279273948,-0.00921518771424046,-0.032426762799222686,25,0.04296042780626082,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
RECALL,2658982,0.1061541667324332,0.10256699520833451,-0.240571227679655,-0.017246852560941908,25,0.1061541667324332,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
RENDER,5597316,0.07469047971887406,0.05828203038802901,-0.10737474782727564,-0.038280434203127,25,0.07469047971887406,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
RESOLV,3423141,0.08282201209550205,0.0861719430671182,-0.12287419723896421,-0.01803561152014892,25,0.0861719430671182,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
RIVER,6024841,0.11196769973434816,0.11200136092864318,-0.09142740087957286,-0.008292167698190207,25,0.11200136092864318,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
RKLB,6148025,0.04696444116770389,0.04408928818223768,-0.09177652240631946,-0.017229141298593056,25,0.04696444116770389,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ROBO,5284493,0.11307018059198043,0.11222351637934319,-0.10652095820050995,-0.08545674213434773,25,0.11307018059198043,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
RSR,3504505,0.07990462951602542,0.07793246248040213,0.043479460032139365,-0.20800295090248222,25,0.07990462951602542,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
RVN,2901227,0.3633820221525446,0.37298809453378995,-0.09616523943342845,-0.023511241330257723,25,0.37298809453378995,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
S,3761669,0.053745075497515546,0.051081336590461913,-0.08544668438700115,-0.038481057444972745,25,0.053745075497515546,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SAHARA,5166575,0.05920967853971294,0.06361646632976803,0.044873636733928676,-0.11558115766167225,25,0.06361646632976803,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SAMSUNG,12047627,0.056624936643031094,0.05525375809969292,-0.006823237338380734,-0.020629592131613073,25,0.056624936643031094,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SAND,6105323,0.0830049330538429,0.08904776121917057,0.0010869658596008352,-0.06516410533236452,25,0.08904776121917057,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SAPIEN,1657558,0.07209820034806265,0.07715264696875457,-0.076241822542611,-0.12976878366631125,25,0.07715264696875457,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SEI,6342560,0.03579221728487304,0.034642879383670326,-0.004573173591489963,-0.049139699542739466,25,0.03579221728487304,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SENT,2489773,0.08245116734876881,0.0783694416927476,0.10201900794389422,-0.23138152725275335,25,0.08245116734876881,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SHAZ,3213249,0.15375200241384684,0.15519934163105475,-0.12114701811695504,-0.21802793803393183,25,0.15519934163105475,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SHELL,2118829,0.10153374969592938,0.10050245769393905,-0.14598323540121347,-0.09539943484016157,25,0.10153374969592938,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SIGN,2968371,0.12785497886993977,0.10314798383176256,-0.26917877686693165,0.099971833650402,25,0.12785497886993977,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SKHY,21351687,0.022555566051293992,0.023114257368684756,-0.010829749932170916,-0.007051215053905064,25,0.023114257368684756,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SKHYNIX,27619201,0.059499930135050484,0.059451793578535965,0.02401852731584208,-0.03130270585950853,25,0.059499930135050484,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SKY,3314448,0.04586367314836436,0.044016712998157605,-0.04037717415083164,-0.048173957385402096,25,0.04586367314836436,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SLX,8018167,0.09211547671481177,0.09270983222783569,-0.009357885851680677,-0.05203490308570392,25,0.09270983222783569,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SMCI,3284715,0.07102978793559159,0.08229240654889242,-0.16542523969009007,-0.04865474197723788,25,0.08229240654889242,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SMH,3367930,0.09716225134031863,0.10191351607079199,-0.17200399068456837,-0.08495273228025026,25,0.10191351607079199,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SNDK,33332075,0.030170886652945567,0.03200225993243304,-0.0016010632079167966,-0.00696870019363071,25,0.03200225993243304,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SNX,3113768,0.05810183062247882,0.05908467917518938,-0.11020109691104994,-0.011033145851892759,25,0.05908467917518938,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SNXX,19895751,0.08074497933567837,0.08314141218482862,-0.0797757794669866,-0.0815087690517109,25,0.08314141218482862,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SOL,35173288,0.016432970594782687,0.016131318567707383,-0.005461198935792155,-0.01873487416533579,25,0.016432970594782687,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SONY,921683,0.1364123672563345,0.14948290612092402,-0.22420668415353712,-0.17418174744787354,25,0.14948290612092402,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SOON,3466595,0.11294218646211594,0.116623206802127,-0.2040071977130435,0.06771215058220442,25,0.116623206802127,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SOPH,2351300,0.11256443302739882,0.10646757129117344,0.12027677557455653,-0.2649897658991636,25,0.11256443302739882,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SOXL,29235677,0.03580074849000776,0.03544876979620998,0.00481771727830172,-0.022425282811105316,25,0.03580074849000776,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SPACE,2388858,0.1128557365693378,0.10828200608188074,0.11389926853318665,-0.24865059789233898,25,0.1128557365693378,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SPCX,17235797,0.02965175903278075,0.029900159467997144,-0.02760400964554743,0.010433163214604121,25,0.029900159467997144,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SPK,4179315,0.08102765832551675,0.07557627261367324,-0.08983169885027639,-0.08374970931366402,25,0.08102765832551675,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SPX,6721120,0.07380577765427132,0.06880977272565628,-0.11516146486296772,0.0239433343153972,25,0.07380577765427132,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SPY,2959777,0.020251806280161308,0.021518677897324767,-0.0220209185629912,0.01208957812585891,25,0.021518677897324767,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SQQQ,3094392,0.059695090408837054,0.05660447434581025,-0.05019663691545232,-0.06057644253551631,25,0.059695090408837054,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SSV,2502252,0.0795316946353213,0.08884655873465684,-0.059132761985359085,-0.14492045603163786,25,0.08884655873465684,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
STABLE,2482524,0.12614710556291409,0.14113760709028214,0.15331376883801262,-0.2845688875067288,25,0.14113760709028214,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
STRK,5646636,0.07258756102968454,0.06921403608871485,-0.0905069328669194,-0.0036543521237572497,25,0.07258756102968454,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
STX,7993645,0.0603304325555123,0.06401352850981232,-0.1035365243667646,-0.015761510167781302,25,0.06401352850981232,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SUI,19040728,0.0216165938995216,0.021262199935271037,-0.015142448157822683,-0.012354191206854014,25,0.0216165938995216,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
SUSHI,3351391,0.06593666116190045,0.06657044317353521,-0.02801449786340503,-0.12008181713195154,25,0.06657044317353521,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
