base_coin,filter_decision,filter_reason,vol_filter_decision,vol_filter_reason,vol_cutoff,vol_quantile,std_spread,std_spread_long,std_spread_short,std_status,n_ticks,days_with_ticks,vol_window_start,vol_window_end,market_cap_usd,median_rel_vol,p99_max_clean,had_entry_tail,status,in_plot_set,gecko_id,okx_symbol,bybit_symbol,okx_tick_size,okx_lot_size,okx_min_size,bybit_tick_size,bybit_qty_step,bybit_min_order_qty,bybit_min_notional_value,take,gecko_name,map_method,n_candidates,candidate_ids,ticker_volume_usd,ticker_mcap_usd,map_note,n_hist_days,n_days_both,n_days_volume,n_days_mcap,mean_rel_vol,volume_cv,median_volume_usd,mean_volume_usd,hist_start,hist_end,paprika_id,paprika_name,window_start,window_end,spread_n_ticks,spread_days_with_ticks,p99_long,p99_short,p95_long,p95_short,p99_max,p95_max,spread_window_start,spread_window_end,spread_joined,had_soft_tail,log_cap,log_median_rel_vol,log_fitted,log_residual,fitted_median_rel_vol,cap_cutoff_usd,mean_spread_long,mean_spread_short,std_present,std_usable,vol_min_ticks
0G,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0789449440931931,0.0789449440931931,0.0767515979394184,ok,3199226.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,40960185.911034614,0.0749882043294284,0.06526648995345649,False,ok,True,zero-gravity,0G-USDT-SWAP,0GUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,0G,markets_max_mcap,1,zero-gravity,31637666.0,40964907.0,,30,30,30,30,0.3252851955804902,2.5851461459874603,2629230.851785,11745482.846889,2026-08-05,2026-09-03,zero-gravity,0G,2026-08-05,2026-09-03,3504550.0,29.0,0.06523621546961243,0.06526648995345649,0.000829164822357603,0.0009340048637434023,0.06526648995345649,0.0009340048637434023,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.528111077528845,-2.5904244534225533,-3.222804289819412,0.6323798363968587,0.039843169654903254,200000000.0,-0.09652027299413,-0.0911327367957787,True,True,10000
1INCH,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0598771185294304,0.0598771185294304,0.0560987539580552,ok,3433435.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,128854050.03921598,0.006154156248154603,0.12324510509885499,False,ok,True,1inch,1INCH-USDT-SWAP,1INCHUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,1INCH,markets_max_mcap,1,1inch,23838903.0,128608328.0,,30,30,30,30,0.007896854276770835,0.7407031609348211,769570.3118355,970192.2440057666,2026-08-05,2026-09-03,1inch,1INCH,2026-08-05,2026-09-03,3846828.0,29.0,0.03679900442043278,0.12324510509885499,0.011535147547797883,0.08240959845984644,0.12324510509885499,0.08240959845984644,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.674190926770574,-5.090627612714219,-3.5833710155452083,-1.507256597169011,0.027781887051445416,200000000.0,-0.0842582278749037,0.0061293061639239,True,True,10000
2Z,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.2681097486049677,0.2637788344185888,0.2681097486049677,ok,4561750.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,190103405.61754853,0.010953151572816445,1.1407686764705887,True,ok,True,doublezero,2Z-USDT-SWAP,2ZUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,DoubleZero,markets_max_mcap,1,doublezero,3505111.0,190083977.0,,30,30,30,30,0.022673377465917324,1.5667026607633427,2001668.82507,4041274.298453667,2026-08-05,2026-09-03,doublezero,DoubleZero,2026-08-05,2026-09-03,4729085.0,29.0,1.1407686764705887,0.13874608322147602,0.5835341095890408,0.09168080224049215,1.1407686764705887,0.5835341095890408,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,19.063078722172193,-4.514128049261299,-3.7057185109273645,-0.8084095383339349,0.02458254819115246,200000000.0,0.0137115267150428,-0.1173905888889239,True,True,10000
A,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0828771182575526,0.0676429052705575,0.0828771182575526,ok,2890358.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,131971282.72074094,0.005292708581308891,0.21513118335053324,False,ok,True,vaulta,A-USDT-SWAP,AUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Vaulta,markets_max_mcap,1,vaulta,5289674.0,132020263.0,,30,30,30,30,0.0061586861238353404,0.5710308179037097,615007.1314,713845.267696,2026-08-05,2026-09-03,vaulta,Vaulta,2026-08-05,2026-09-03,3130466.0,29.0,-0.027629658197217168,0.21513118335053324,-0.07666949255916092,0.15878248415407162,0.21513118335053324,0.15878248415407162,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,18.69809490173619,-5.241425144997988,-3.5908914147485325,-1.6505337302494558,0.027573739826313868,200000000.0,-0.180225471918497,0.0395927833768461,True,True,10000
AAVE,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0296001882262082,0.0276496446669262,0.0296001882262082,ok,17248102.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,2076731240.0967832,0.03062681769335921,0.09133888343934489,False,ok,True,aave,AAVE-USDT-SWAP,AAVEUSDT,0.01,0.1,0.1,0.01,0.01,0.01,5,no,Aave,markets_max_mcap,1,aave,292157180.0,2073337995.0,,30,30,30,30,0.04252551358655445,0.9281735731072249,49539050.14040001,73077514.14919,2026-08-05,2026-09-03,aave,Aave,2026-08-05,2026-09-03,19004992.0,29.0,0.011914925478435388,0.09133888343934489,0.0008635969204433253,0.06644213860986076,0.09133888343934489,0.06644213860986076,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,21.454060975343886,-3.485879258626035,-4.457942400794194,0.9720631421681594,0.011586178489654389,200000000.0,-0.0325403852997779,0.0129623795404253,True,True,10000
ACH,held_out,held_out_no_metrics,held_out,held_out_no_std,0.0469718977007977,0.2,0.0819674138820515,0.0740455423970127,0.0819674138820515,ok,2618955.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,,,0.13969851092896202,False,missing_market_cap,False,alchemy-pay,ACH-USDT-SWAP,ACHUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,no,Alchemy Pay,unique_symbol_not_in_top_markets,1,alchemy-pay,,,in coins/list but not in cached /markets pages,30,0,30,0,,0.39867737615535703,618378.232605,615987.8792006668,2026-08-05,2026-09-03,alchemy-pay,Alchemy Pay,2026-08-05,2026-09-03,2736808.0,29.0,0.13969851092896202,-0.02052465508298679,0.0951781869220613,-0.048191049049265286,0.13969851092896202,0.0951781869220613,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,,,,,,200000000.0,-0.003838004562405,-0.1543593334891889,True,True,10000
ACT,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1122028312823682,0.1122028312823682,0.0923853511969759,ok,8245337.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,10105873.91342953,0.20794800959357668,0.11612451358695607,False,ok,True,act-i-the-ai-prophecy,ACT-USDT-SWAP,ACTUSDT,1e-06,1.0,1.0,1e-06,1.0,1.0,5,yes,Act I The AI Prophecy,markets_max_mcap,3,"act-i-the-ai-prophecy,achain,acet-token",6261026.0,10082101.0,close mcap runner-up achain cap=9086677 vs 10082101,30,30,30,30,0.45393032163078195,1.648718773184354,2032410.689117,4405570.551040233,2026-08-05,2026-09-03,act-i-the-ai-prophecy,Act I The AI Prophecy,2026-08-05,2026-09-03,8603780.0,29.0,0.11612451358695607,0.06068390393013084,0.07136313492480822,0.010522071529033967,0.11612451358695607,0.07136313492480822,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,16.128627388349027,-1.570467184401531,-2.7825145038607086,1.2120473194591777,0.0618827072731173,200000000.0,-0.0342563504208115,-0.0834137823945638,True,True,10000
ACU,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1355399137837739,0.1355399137837739,0.1335890346830761,ok,8272684.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,47148846.79725316,0.08214965328794085,0.24418046204620364,False,ok,True,acurast,ACU-USDT-SWAP,ACUUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Acurast,markets_max_mcap,1,acurast,2003637.0,47167156.0,,30,30,30,30,0.2089623643522456,1.611253616700494,3258948.129905,7619562.487167668,2026-08-05,2026-09-03,acurast,Acurast,2026-08-05,2026-09-03,8444133.0,29.0,0.24418046204620364,0.22821445859872566,0.05045053566762516,0.1273290338770393,0.24418046204620364,0.1273290338770393,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.66882010857397,-2.4992126549832276,-3.267072579360981,0.7678599243777535,0.038117850886819266,200000000.0,-0.1217515965205569,-0.0437081807208212,True,True,10000
ADA,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0443217655912011,0.0396238669095477,0.0443217655912011,ok,25125591.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,8339095479.002177,0.012628410389207147,0.05300493176382393,False,ok,True,cardano,ADA-USDT-SWAP,ADAUSDT,0.0001,0.1,0.1,0.0001,1.0,1.0,5,no,Cardano,markets_max_mcap,3,"cardano,ada-the-dog,binance-peg-cardano",661950103.0,8302994700.0,,30,30,30,30,0.016374743635399525,0.6164879868016244,94387112.0515,122059372.70706333,2026-08-05,2026-09-03,cardano,Cardano,2026-08-05,2026-09-03,27830157.0,29.0,0.05300493176382393,0.044642081903049025,0.0009023756834761746,0.0008343759409550273,0.05300493176382393,0.0009023756834761746,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,22.84422059168018,-4.37180621046102,-4.895298752038168,0.5234925415771485,0.007481673724711103,200000000.0,-0.0425442972555353,-0.0583376503590869,True,True,10000
AERO,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0452947222535806,0.0452947222535806,0.043986643403528,ok,6701708.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,504470397.58912736,0.01277799014840198,0.07763979935794499,False,ok,True,aerodrome-finance,AERO-USDT-SWAP,AEROUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,yes,Aerodrome Finance,markets_max_mcap,1,aerodrome-finance,35099605.0,503112513.0,,30,30,30,30,0.015530247946877344,0.8326133260401485,6025038.0497,7099528.20544,2026-08-05,2026-09-03,aerodrome-finance,Aerodrome Finance,2026-08-05,2026-09-03,7522325.0,29.0,0.07123668626320846,0.07763979935794499,0.04605870421385517,0.04389702063849152,0.07763979935794499,0.04605870421385517,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,20.039019719305227,-4.360031107783502,-4.012758068485806,-0.34727303929769615,0.018083450997334483,200000000.0,-0.0569883902036234,-0.0146966998007178,True,True,10000
AEVO,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0802448000647755,0.0729364108144079,0.0802448000647755,ok,2675567.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,21434576.028890975,0.030868482542301824,0.11825477678571372,False,ok,True,aevo-exchange,AEVO-USDT-SWAP,AEVOUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,Aevo,markets_max_mcap,1,aevo-exchange,14602589.0,21360007.0,,30,30,30,30,0.04578410640692159,1.1504879787852582,642198.210572,914092.0580384,2026-08-05,2026-09-03,aevo-exchange,Aevo,2026-08-05,2026-09-03,2793894.0,29.0,0.09919752714932131,0.11825477678571372,0.04968170453197328,0.053145600765085094,0.11825477678571372,0.053145600765085094,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,16.880515878433993,-3.478019598064304,-3.0190651867474365,-0.45895441131686754,0.04884685971742723,200000000.0,-0.0687568929700995,-0.0638720534622141,True,True,10000
AGLD,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0850076063509963,0.0850076063509963,0.083001109436856,ok,2252808.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,15516950.347797714,0.050311777008899064,0.12094106896551769,False,ok,True,adventure-gold,AGLD-USDT-SWAP,AGLDUSDT,0.0001,1.0,1.0,1e-05,0.1,0.1,5,yes,Adventure Gold,markets_max_mcap,2,"adventure-gold,spdr-gold-shares-astock",4422901.0,15484908.0,,30,30,30,30,0.07002800171486433,0.7162308422496045,781647.795445,1043389.3694142998,2026-08-05,2026-09-03,adventure-gold,Adventure Gold,2026-08-05,2026-09-03,2564528.0,29.0,0.12094106896551769,0.11323148863407748,0.06094236820913086,0.04740380639097773,0.12094106896551769,0.06094236820913086,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,16.557443555202134,-2.989516093916064,-2.9174238134719097,-0.07209228044415417,0.05407280966462652,200000000.0,-0.0842889360474445,-0.0996445034641481,True,True,10000
AIXBT,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0651589234007904,0.0651589234007904,0.0618239293889848,ok,2790440.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,21162455.668814372,0.060783496149449195,0.10307697368420957,False,ok,True,aixbt,AIXBT-USDT-SWAP,AIXBTUSDT,1e-05,1.0,1.0,1e-06,10.0,10.0,5,yes,aixbt,markets_max_mcap,1,aixbt,3374182.0,21179455.0,,30,30,30,30,0.08007029613780066,0.5893752263628076,1209359.4249,1549660.6495083333,2026-08-05,2026-09-03,aixbt,aixbt,2026-08-05,2026-09-03,3023146.0,29.0,0.0341873062470649,0.10307697368420957,-0.005231602178037404,0.055205290182375966,0.10307697368420957,0.055205290182375966,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,16.86773921062225,-2.800436971768229,-3.01504553551492,0.21460856374669124,0.04904360221049023,200000000.0,-0.1189723764507776,-0.0433500012629752,True,True,10000
ALGO,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0447456076691187,0.0447456076691187,0.0408956274604518,ok,6594015.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,856620730.7782018,0.008358414960725957,0.10156011533665879,False,ok,True,algorand,ALGO-USDT-SWAP,ALGOUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,no,Algorand,markets_max_mcap,2,"algorand,dear-algorithm",35763280.0,855958775.0,,30,30,30,30,0.009128125769369232,0.4306221377610242,6747711.6404025,7097625.786776434,2026-08-05,2026-09-03,algorand,Algorand,2026-08-05,2026-09-03,7689516.0,29.0,0.0481525237731363,0.10156011533665879,0.025048697059596427,0.07584260483462302,0.10156011533665879,0.07584260483462302,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,20.56850582408805,-4.784486467860787,-4.1793390194074735,-0.6051474484533133,0.015308622925981537,200000000.0,-0.0479167029032867,0.0092404938945146,True,True,10000
ALLO,kept,kept_cap_le_cutoff,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0437329047190488,0.0436787087713583,0.0437329047190488,ok,9771599.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,62021601.983479105,0.22674391117209947,0.14543229311678282,False,ok,True,allora,ALLO-USDT-SWAP,ALLOUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Allora,markets_max_mcap,1,allora,5427958.0,62024548.0,,30,30,30,30,0.2970233128738145,1.1425374100321823,15769642.22085,20598795.362936668,2026-08-05,2026-09-03,allora,Allora,2026-08-05,2026-09-03,10855310.0,29.0,0.06290785648742941,0.14543229311678282,0.019748072254230205,0.08291150488510965,0.14543229311678282,0.08291150488510965,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.942993301413903,-1.4839340429511796,-3.3533298593310352,1.8693958163798556,0.034967722428267886,200000000.0,-0.0604405529854611,0.0083442276338384,True,True,10000
ANIME,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0572180639223511,0.0572180639223511,0.0555930646112256,ok,2750023.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,15481974.06514622,0.03611853011578293,0.14922739696312426,False,ok,True,anime,ANIME-USDT-SWAP,ANIMEUSDT,1e-06,1.0,1.0,1e-06,1.0,1.0,5,yes,Animecoin,markets_max_mcap,4,"anime,a-new-internet-money-era,anime-bitcoin,animefication",4446681.0,15485533.0,,30,30,30,30,0.12273816831472846,2.6333951690284922,519303.511882,1796610.1381066,2026-08-05,2026-09-03,anime,Animecoin,2026-08-05,2026-09-03,2962652.0,29.0,0.14922739696312426,0.0006897470278482644,0.1136170651698501,-0.03661765904619058,0.14922739696312426,0.1136170651698501,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,16.55518694158367,-3.320949245730306,-2.916713863127546,-0.40423538260276004,0.05411121230483945,200000000.0,0.0219726483581069,-0.1232601225868878,True,True,10000
APE,kept,kept_cap_le_cutoff,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0400037983107592,0.0368299172646758,0.0400037983107592,ok,5225808.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,142731814.41942573,0.01874922887336481,0.09136222385321174,False,ok,True,apecoin,APE-USDT-SWAP,APEUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,ApeCoin,markets_max_mcap,4,"apecoin,ape-3,ape-lol,apetos",27955621.0,142699931.0,,30,30,30,30,0.021346022409463,0.4923060015463467,2578924.1251335,2862686.350370033,2026-08-05,2026-09-03,apecoin,ApeCoin,2026-08-05,2026-09-03,5664595.0,29.0,0.09136222385321174,0.02370235842541484,0.06516885135135105,-0.0061715224913496194,0.09136222385321174,0.06516885135135105,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.776478003775033,-3.976602654165322,-3.615551422926039,-0.36105123123928307,0.026902086699090395,200000000.0,0.0110505613573876,-0.0691183266453307,True,True,10000
API3,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0690980083020281,0.0690980083020281,0.0674793147987071,ok,2412323.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,33136201.338146195,0.02471977414960376,0.1348621186856301,False,ok,True,api3,API3-USDT-SWAP,API3USDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Api3,markets_max_mcap,1,api3,12219656.0,33071446.0,,30,30,30,30,0.025777713901433682,0.5081744471390984,764770.599565,771037.0862483333,2026-08-05,2026-09-03,api3,Api3,2026-08-05,2026-09-03,2612229.0,29.0,0.1348621186856301,0.0005521764501843506,0.10445939283268735,-0.05163371985715986,0.1348621186856301,0.10445939283268735,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.31613693871403,-3.7001517827772736,-3.156115375236741,-0.5440364075405326,0.04259086968859897,200000000.0,0.0081037586728879,-0.1533574018164361,True,True,10000
APR,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1624830832624065,0.1624830832624065,0.1554476227963016,ok,13854871.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,76438358.99953209,0.17982398504718788,0.42229505741127393,False,ok,True,apriori,APR-USDT-SWAP,APRUSDT,0.0001,1.0,1.0,1e-05,1.0,1.0,5,yes,Capricorn,markets_max_mcap,1,apriori,14246656.0,73920770.0,,30,30,30,30,0.6998473538739185,2.0319897223431327,10705461.353550002,84758463.30728833,2026-08-05,2026-09-03,apriori,Capricorn,2026-08-05,2026-09-03,14799168.0,29.0,0.42229505741127393,0.26707704747116195,0.2468162813522352,0.13553716699649893,0.42229505741127393,0.2468162813522352,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,18.151995209281893,-1.7157767673587123,-3.4190836841105785,1.7033069167518662,0.032742423600381265,200000000.0,-0.0399292428165474,-0.0730694319734796,True,True,10000
APT,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0315625240414365,0.0311904253570736,0.0315625240414365,ok,11602470.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,529530862.16252786,0.040502378315118576,0.053052838530411456,False,ok,True,aptos,APT-USDT-SWAP,APTUSDT,0.0001,1.0,1.0,0.0001,0.01,0.01,5,yes,Aptos,markets_max_mcap,1,aptos,123730864.0,528046325.0,,30,30,30,30,0.04291644959312172,0.5236799534523042,19235710.250823,21096734.845633466,2026-08-05,2026-09-03,aptos,Aptos,2026-08-05,2026-09-03,12654529.0,29.0,0.053052838530411456,0.0469287161108351,0.03532703260272241,0.02906954174699675,0.053052838530411456,0.03532703260272241,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,20.087502006788842,-3.206394582763732,-4.02801101937333,0.8216164366095979,0.01780971793292554,200000000.0,-0.0096854322372471,-0.0265785035134125,True,True,10000
AR,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0564081515933204,0.0564081515933204,0.055426543689916,ok,3350079.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,171526797.5805958,0.012937865174975844,0.09469237274862997,False,ok,True,arweave,AR-USDT-SWAP,ARUSDT,0.001,1.0,1.0,0.0001,0.1,0.1,5,yes,Arweave,markets_max_mcap,1,arweave,40027813.0,170898585.0,,30,30,30,30,0.02291892793658277,1.0333045559824778,1760592.3378950001,3120983.7538759997,2026-08-05,2026-09-03,arweave,Arweave,2026-08-05,2026-09-03,3598685.0,29.0,0.09469237274862997,0.0456391601255883,0.05536616322974165,0.0006469124560341531,0.09469237274862997,0.05536616322974165,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.960250066478128,-4.347596982269808,-3.6733677181628597,-0.6742292641069483,0.025390816685091615,200000000.0,-0.0455653279966744,-0.0827815483677219,True,True,10000
ARB,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0286573168771201,0.0286573168771201,0.0283234243683763,ok,10989935.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,947576840.8925734,0.030246920107245258,0.05145936889103406,False,ok,True,arbitrum,ARB-USDT-SWAP,ARBUSDT,1e-05,0.1,0.1,1e-05,0.1,0.1,5,no,Arbitrum,markets_max_mcap,2,"arbitrum,arbitrage-loop",457706511.0,954064027.0,,30,30,30,30,0.08925884502811128,1.755696612042675,16927993.95277,57245917.48602213,2026-08-05,2026-09-03,arbitrum,Arbitrum,2026-08-05,2026-09-03,12041443.0,29.0,0.040105156540242014,0.05145936889103406,0.024271525735294883,0.030810357164615082,0.05145936889103406,0.030810357164615082,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,20.669418590199903,-3.4983609143252687,-4.211087056583904,0.7127261422586351,0.014830238264377663,200000000.0,-0.0178523017418277,-0.0129192188003215,True,True,10000
ARKM,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0529276437399744,0.0529276437399744,0.0427172502254689,ok,4505762.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,76821042.16207315,0.01586344356972439,0.1248061512027492,False,ok,True,arkham,ARKM-USDT-SWAP,ARKMUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Arkham,markets_max_mcap,1,arkham,6663375.0,76519174.0,,30,30,30,30,0.018261778969687024,0.49289398744621815,1062758.986015,1273773.2655056666,2026-08-05,2026-09-03,arkham,Arkham,2026-08-05,2026-09-03,4717975.0,29.0,0.1248061512027492,-0.030107980602701336,0.09594185787193904,-0.0621877084188908,0.1248061512027492,0.09594185787193904,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.156989147075784,-4.143737963409766,-3.420654820537079,-0.7230831428726869,0.03269102117665473,200000000.0,0.0183426293563162,-0.1310290127681934,True,True,10000
ARX,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1053615824277902,0.1005390739148638,0.1053615824277902,ok,3101836.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,42337798.32710998,0.05209522777568932,0.1452599933020762,False,ok,True,arcs,ARX-USDT-SWAP,ARXUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,yes,ARCS,markets_max_mcap,4,"arcs,arcium,alpharadarx,auriax",29487.0,42317549.0,close mcap runner-up arcium cap=26922912 vs 42317549,30,30,30,30,0.05940870274431236,0.618691752071736,2322604.0237499997,2641668.226376666,2026-08-05,2026-09-03,arcs,ARCS,2026-08-05,2026-09-03,3552484.0,29.0,0.1452599933020762,0.11999500000000093,0.0748858954610812,0.06561194479695445,0.1452599933020762,0.0748858954610812,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.561190822486882,-2.954681931813712,-3.233211466365842,0.2785295345521299,0.03943066498178348,200000000.0,-0.0982645621803012,-0.1235691505118048,True,True,10000
ASTER,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0402499942748439,0.0402499942748439,0.0401913151206281,ok,7043674.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,1972788811.2872837,0.007966900902226305,0.12207830309859133,False,ok,True,aster-2,ASTER-USDT-SWAP,ASTERUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,no,Aster,markets_max_mcap,1,aster-2,138734767.0,1966783933.0,,30,30,30,30,0.012503912973264279,1.0657658191307242,14780610.4205,22315283.650229994,2026-08-05,2026-09-03,aster-2,Aster,2026-08-05,2026-09-03,7550807.0,29.0,0.033681427904921235,0.12207830309859133,0.01642432561147862,0.08106488960525472,0.12207830309859133,0.08106488960525472,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,21.402714018869666,-4.832459707191918,-4.441788200033973,-0.3906715071579452,0.011774863870549804,200000000.0,-0.0409294702913022,0.00877596704845,True,True,10000
AT,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1457909267270727,0.1204627827541962,0.1457909267270727,ok,1802520.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,33211009.24480069,0.018164137822516815,0.28374608108108096,False,ok,True,apro,AT-USDT-SWAP,ATUSDT,0.0001,1.0,1.0,1e-05,1.0,1.0,5,yes,Apro,markets_max_mcap,1,apro,1916541.0,33188678.0,,30,30,30,30,0.024512858174827932,0.8586625436736872,612923.7147049999,834639.6487109999,2026-08-05,2026-09-03,apro,Apro,2026-08-05,2026-09-03,1912438.0,29.0,0.08423838235294055,0.28374608108108096,-0.023485754189943725,0.18683522336769698,0.28374608108108096,0.18683522336769698,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.318391982677397,-4.008306078100873,-3.156824831753908,-0.8514812463469648,0.04256066403459259,200000000.0,-0.2117608458210918,-0.0412930574595384,True,True,10000
