base_coin,filter_decision,filter_reason,vol_filter_decision,vol_filter_reason,vol_cutoff,vol_quantile,std_spread,std_spread_long,std_spread_short,std_status,n_ticks,days_with_ticks,vol_window_start,vol_window_end,market_cap_usd,median_rel_vol,p99_max_clean,had_entry_tail,status,in_plot_set,gecko_id,okx_symbol,bybit_symbol,okx_tick_size,okx_lot_size,okx_min_size,bybit_tick_size,bybit_qty_step,bybit_min_order_qty,bybit_min_notional_value,take,gecko_name,map_method,n_candidates,candidate_ids,ticker_volume_usd,ticker_mcap_usd,map_note,n_hist_days,n_days_both,n_days_volume,n_days_mcap,mean_rel_vol,volume_cv,median_volume_usd,mean_volume_usd,hist_start,hist_end,paprika_id,paprika_name,window_start,window_end,spread_n_ticks,spread_days_with_ticks,p99_long,p99_short,p95_long,p95_short,p99_max,p95_max,spread_window_start,spread_window_end,spread_joined,had_soft_tail,log_cap,log_median_rel_vol,log_fitted,log_residual,fitted_median_rel_vol,cap_cutoff_usd,mean_spread_long,mean_spread_short,std_present,std_usable,vol_min_ticks
SIGN,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1278549788699397,0.1278549788699397,0.1031479838317625,ok,2968371.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,26718183.0,0.03691609619299337,0.2915270673379483,False,ok,True,sign-global,SIGN-USDT-SWAP,SIGNUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,yes,Sign,markets_max_mcap,1,sign-global,6331109.0,26718183.0,,30,30,30,30,0.041281497232278114,0.6167628175702352,986331.01373,1102966.597566,2026-08-05,2026-09-03,sign-global,Sign,2026-08-05,2026-09-03,3669450.0,29.0,0.00040193898397398054,0.2915270673379483,-0.046738864411225045,0.2465301791185483,0.2915270673379483,0.2465301791185483,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.100854902823507,-3.299107611855867,-3.0883857673564634,-0.21072184449940368,0.04557546445996932,200000000.0,-0.2691787768669316,0.099971833650402,True,True,10000
SKY,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0458636731483643,0.0458636731483643,0.0440167129981576,ok,3314448.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,1609117154.0,0.001135176502070899,0.05685415391192865,False,ok,True,sky,SKY-USDT-SWAP,SKYUSDT,1e-05,1.0,1.0,1e-05,10.0,10.0,5,no,Sky,markets_max_mcap,7,"sky,darkcrypto-share,skycastle,skycoin,skydrome,skynet-3,sky-super-cat",9842142.0,1609117154.0,,30,30,30,30,0.0013297975750434393,0.4642198763827148,1826631.9823,2139800.08935,2026-08-05,2026-09-03,sky,Sky,2026-08-05,2026-09-03,3640968.0,29.0,0.05685415391192865,0.05182567302452287,0.029229887100713548,0.018739547782818944,0.05685415391192865,0.029229887100713548,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,21.19895151399029,-6.7809671317064435,-4.377682737174076,-2.403284394532368,0.012554416823731939,200000000.0,-0.0403771741508316,-0.048173957385402,True,True,10000
SNX,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0590846791751893,0.0581018306224788,0.0590846791751893,ok,3113768.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,125428524.0,0.009617285895830203,0.13415143209876548,False,ok,True,havven,SNX-USDT-SWAP,SNXUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Synthetix,markets_max_mcap,1,havven,14642107.0,125428524.0,,30,30,30,30,0.009912252448770479,0.5484902326153434,1206281.9748,1243279.1941646668,2026-08-05,2026-09-03,havven,Synthetix,2026-08-05,2026-09-03,3461902.0,29.0,0.0008910187840495392,0.13415143209876548,-0.04204709216613268,0.0933868414357108,0.13415143209876548,0.0933868414357108,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.64724662441189,-4.644193185521657,-3.5748941028022916,-1.0692990827193656,0.028018392686394982,200000000.0,-0.1102010969110499,-0.0110331458518927,True,True,10000
SNXX,held_out,held_out_no_metrics,held_out,held_out_no_std,0.0469718977007977,0.2,0.0831414121848286,0.0807449793356783,0.0831414121848286,ok,19895751.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,,,0.1263907703488393,False,missing_market_cap,False,td-synnex-xstock,SNXX-USDT-SWAP,SNXXUSDT,0.01,0.1,0.1,0.01,0.01,0.01,5,no,TD Synnex xStock,unique_symbol_not_in_top_markets,1,td-synnex-xstock,,,in coins/list but not in cached /markets pages,30,0,30,0,,0.778290046199923,111905009.26635,135918693.14214668,2026-08-05,2026-09-03,td-synnex-xstock,TD Synnex xStock,2026-08-05,2026-09-03,22373316.0,29.0,0.0953599141053509,0.1263907703488393,0.000940876320135001,0.05447362639294127,0.1263907703488393,0.05447362639294127,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,,,,,,200000000.0,-0.0797757794669866,-0.0815087690517109,True,True,10000
SOL,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0164329705947826,0.0164329705947826,0.0161313185677073,ok,35173288.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,61497956823.0,0.01921966582461643,0.03949701872004487,False,ok,True,solana,SOL-USDT-SWAP,SOLUSDT,0.01,0.01,0.01,0.01,0.1,0.1,5,no,Solana,markets_max_mcap,11,"solana,allbridge-bridged-sol-near-protocol,base-bridged-sol-base,binance-peg-sol,hyperlane-bridged-sol-eclipse,near-intents-bridged-sol,neonpass-bridged-sol-neon-evm,osmosis-allsol,sol-the-trophy-tomato,wormhole-bridged-sol,wormhole-bridged-wrapped-sol-sui",3992997479.0,61497956823.0,,30,30,30,30,0.024846562070400074,0.5896746377800263,1181970179.03475,1528012801.405453,2026-08-05,2026-09-03,solana,Solana,2026-08-05,2026-09-03,38501590.0,29.0,0.03949701872004487,0.02015718208008478,0.01988114373365586,0.0009348923482409462,0.03949701872004487,0.01988114373365586,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,24.842269788816765,-3.951821262447729,-5.523902472212853,1.5720812097651242,0.003990245695275744,200000000.0,-0.0054611989357921,-0.0187348741653357,True,True,10000
SOON,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.116623206802127,0.1129421864621159,0.116623206802127,ok,3466595.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,65518718.0,0.03271431373901425,0.3836767432950193,False,ok,True,soon-2,SOON-USDT-SWAP,SOONUSDT,0.0001,0.1,0.1,1e-05,1.0,1.0,5,yes,SOON,markets_max_mcap,2,"soon-2,southern-ondo-tokenized-stock",5140770.0,65518718.0,,30,30,30,30,0.03740507887006174,0.6000689754608847,2143399.8964299997,2450732.814255334,2026-08-05,2026-09-03,soon-2,SOON,2026-08-05,2026-09-03,3692075.0,29.0,0.0008779515633318888,0.3836767432950193,-0.04835597948896213,0.29252662082514774,0.3836767432950193,0.29252662082514774,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.997846430773095,-3.419942567832487,-3.3705871326893826,-0.049355435143104476,0.034369451989532784,200000000.0,-0.2040071977130435,0.0677121505822044,True,True,10000
SOPH,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1125644330273988,0.1125644330273988,0.1064675712911734,ok,2351300.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,16220524.0,0.056192300399481546,0.35679165996553774,False,ok,True,sophon,SOPH-USDT-SWAP,SOPHUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,yes,Sophon,markets_max_mcap,2,"sophon,sophiaverse",12703347.0,16220524.0,,30,30,30,30,0.09643592192362796,1.3930179837530636,911468.557245,1564241.1860243334,2026-08-05,2026-09-03,sophon,Sophon,2026-08-05,2026-09-03,2650873.0,29.0,0.35679165996553774,-0.02498404528301928,0.2817777675700507,-0.09159424860853443,0.35679165996553774,0.2817777675700507,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,16.601787911925033,-2.8789755350362816,-2.931374935218419,0.05239940018213751,0.05332367112589938,200000000.0,0.1202767755745565,-0.2649897658991636,True,True,10000
SPACE,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1128557365693378,0.1128557365693378,0.1082820060818807,ok,2388858.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,29802024.0,0.04407199396574542,0.350685280985374,False,ok,True,spacecoin-2,SPACE-USDT-SWAP,SPACEUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,yes,Spacecoin,markets_max_mcap,5,"spacecoin-2,microvisionchain,space-4,spacelens,space-token-bsc",737528.0,29802024.0,,30,30,30,30,0.05442508387319601,0.6320042984950711,1313434.6218949999,1621977.6557909998,2026-08-05,2026-09-03,spacecoin-2,Spacecoin,2026-08-05,2026-09-03,2621983.0,29.0,0.350685280985374,-0.04058723644828714,0.285232012987013,-0.09575539042226965,0.350685280985374,0.285232012987013,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.2100868686323,-3.121930755729833,-3.122751097383273,0.0008203416534402486,0.044035854698644905,200000000.0,0.1138992685331866,-0.2486505978923389,True,True,10000
SPK,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0810276583255167,0.0810276583255167,0.0755762726136732,ok,4179315.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,65793815.0,0.026642887187800255,0.0977081129925109,False,ok,True,spark-2,SPK-USDT-SWAP,SPKUSDT,1e-05,1.0,1.0,1e-06,10.0,10.0,5,yes,Spark,markets_max_mcap,1,spark-2,38587850.0,65793815.0,,30,30,30,30,0.10000003596778308,2.1047543135594546,1752937.1907000002,6579383.866457668,2026-08-05,2026-09-03,spark-2,Spark,2026-08-05,2026-09-03,4363378.0,29.0,0.08422693709080535,0.0977081129925109,0.03577726700251849,0.04508478624400162,0.0977081129925109,0.04508478624400162,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.002036394917067,-3.6252330612619814,-3.371905331987014,-0.2533277292749676,0.03432417604997222,200000000.0,-0.0898316988502763,-0.083749709313664,True,True,10000
SPX,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0738057776542713,0.0738057776542713,0.0688097727256562,ok,6721120.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,550507580.0,0.010239491180484745,0.1807880940092173,False,ok,True,spx6900,SPX-USDT-SWAP,SPXUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,yes,SPX6900,markets_max_mcap,2,"spx6900,shopinx",13855065.0,550507580.0,,30,30,30,30,0.013855324165757476,1.1183344989640605,5636917.510199999,7627460.976606667,2026-08-05,2026-09-03,spx6900,SPX6900,2026-08-05,2026-09-03,7196760.0,29.0,0.03184973348590846,0.1807880940092173,0.00045536792034357786,0.13312143274341534,0.1807880940092173,0.13312143274341534,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,20.12635128333285,-4.581503350011121,-4.040233340924098,-0.5412700090870235,0.017593366684184365,200000000.0,-0.1151614648629677,0.0239433343153972,True,True,10000
SSV,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0888465587346568,0.0795316946353213,0.0888465587346568,ok,2502252.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,46059185.0,0.014592880095359917,0.105417716763006,False,ok,True,ssv-network,SSV-USDT-SWAP,SSVUSDT,0.001,1.0,1.0,0.001,0.01,0.01,5,yes,SSV Network,markets_max_mcap,1,ssv-network,7409437.0,46059185.0,,30,30,30,30,0.026041272925244625,1.562387301275817,672136.1639950001,1199439.8072993339,2026-08-05,2026-09-03,ssv-network,SSV Network,2026-08-05,2026-09-03,2622418.0,29.0,0.105417716763006,0.0009639446693188962,0.04841592986077874,-0.037813026511201726,0.105417716763006,0.04841592986077874,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.6454377578885,-4.227221533916325,-3.2597162877099155,-0.9675052462064091,0.038399290823004625,200000000.0,-0.059132761985359,-0.1449204560316378,True,True,10000
STABLE,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1411376070902821,0.126147105562914,0.1411376070902821,ok,2482524.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,751622689.0,0.001820599159294405,0.4668470198675501,False,ok,True,stable-2,STABLE-USDT-SWAP,STABLEUSDT,1e-05,1.0,1.0,1e-06,10.0,10.0,5,no,​​Stable,markets_max_mcap,5,"stable-2,stable-3,stablecoin,stable-coin-4,usdfi-stable",9967380.0,751622689.0,,30,30,30,30,0.0024331538069034177,0.9430968087563782,1368403.6357,1828813.6070953335,2026-08-05,2026-09-03,stable-2,​​Stable,2026-08-05,2026-09-03,3256871.0,29.0,0.4668470198675501,0.010618296677585855,0.3518652856756029,-0.03925582259662989,0.4668470198675501,0.3518652856756029,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,20.437745012647735,-6.30858962366711,-4.13820052660047,-2.17038909706664,0.015951530047637795,200000000.0,0.1533137688380126,-0.2845688875067288,True,True,10000
STRK,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0725875610296845,0.0725875610296845,0.0692140360887148,ok,5646636.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,198624047.0,0.032594136018314034,0.1344924832999333,False,ok,True,starknet,STRK-USDT-SWAP,STRKUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,Starknet,markets_max_mcap,2,"starknet,strategy-strike-preferred-dinari-tokenized-stock",17099539.0,198624047.0,,30,30,30,30,0.03485049468898127,0.4520304590093935,6473979.204426,6922146.295077467,2026-08-05,2026-09-03,starknet,Starknet,2026-08-05,2026-09-03,6105702.0,29.0,0.04345344979963849,0.1344924832999333,0.0009596786905940229,0.10723200371370793,0.1344924832999333,0.10723200371370793,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,19.10692438482349,-3.4236228835280693,-3.7195127391654017,0.2958898556373324,0.024245778986408693,200000000.0,-0.0905069328669194,-0.0036543521237572,True,True,10000
STX,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0640135285098123,0.0603304325555123,0.0640135285098123,ok,7993645.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,518788130.0,0.012147656203843754,0.11443165045820142,False,ok,True,blockstack,STX-USDT-SWAP,STXUSDT,0.0001,0.1,0.1,0.0001,0.1,0.1,5,yes,Stacks,markets_max_mcap,1,blockstack,33388886.0,518788130.0,,30,30,30,30,0.036317831646221356,1.4071195188184722,6302059.845875,18841259.965398,2026-08-05,2026-09-03,blockstack,Stacks,2026-08-05,2026-09-03,8460194.0,29.0,0.037005695234543404,0.11443165045820142,0.0004887653917312585,0.0807718390085124,0.11443165045820142,0.0807718390085124,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,20.06700613042238,-4.410619032837585,-4.0215628377416355,-0.38905619509594924,0.017924929281619605,200000000.0,-0.1035365243667646,-0.0157615101677813,True,True,10000
SUI,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0216165938995216,0.0216165938995216,0.021262199935271,ok,19040728.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,3219346554.0,0.03139137079249344,0.028814724574604777,False,ok,True,sui,SUI-USDT-SWAP,SUIUSDT,0.0001,1.0,1.0,0.0001,10.0,10.0,5,no,Sui,markets_max_mcap,1,sui,680099905.0,3219346554.0,,30,30,30,30,0.03882188467825325,0.7305411095565637,101059701.38615,124981100.65872002,2026-08-05,2026-09-03,sui,Sui,2026-08-05,2026-09-03,21123578.0,29.0,0.028814724574604777,0.028559668748128993,0.014389775390883546,0.014155643688247361,0.028814724574604777,0.014389775390883546,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,21.89244424236856,-3.461222239362322,-4.59586160363913,1.1346393642768078,0.010093520419460452,200000000.0,-0.0151424481578226,-0.012354191206854,True,True,10000
SUSHI,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0665704431735352,0.0659366611619004,0.0665704431735352,ok,3351391.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,57953922.0,0.052773894276413255,0.1252576851574211,False,ok,True,sushi,SUSHI-USDT-SWAP,SUSHIUSDT,0.0001,1.0,1.0,1e-05,0.1,0.1,5,yes,Sushi,markets_max_mcap,1,sushi,18378032.0,57953922.0,,30,30,30,30,0.059275463956555,0.6685209000749918,3058454.1525315,3435245.6146519994,2026-08-05,2026-09-03,sushi,Sushi,2026-08-05,2026-09-03,3724263.0,29.0,0.1252576851574211,0.012036499999999502,0.08776437854048715,0.0002418257093284059,0.1252576851574211,0.08776437854048715,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.875158804493562,-2.94173863712213,-3.3319885344120026,0.39024989728987247,0.035721999967415916,200000000.0,-0.028014497863405,-0.1200818171319515,True,True,10000
SYRUP,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0823798075227543,0.0823798075227543,0.0783804590858138,ok,3802447.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,245856491.0,0.005391443120816363,0.1664225936599426,False,ok,True,syrup,SYRUP-USDT-SWAP,SYRUPUSDT,0.0001,1.0,1.0,1e-05,1.0,1.0,5,yes,Maple Finance,markets_max_mcap,1,syrup,10069286.0,245856491.0,,30,30,30,30,0.0072258897717612,0.8981566520077205,1325521.28711,1776531.9036380004,2026-08-05,2026-09-03,syrup,Maple Finance,2026-08-05,2026-09-03,4162481.0,29.0,0.04138493150684959,0.1664225936599426,-0.004083873887463686,0.11323375302047547,0.1664225936599426,0.11323375302047547,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,19.3202585537515,-5.2229421894860995,-3.7866295310946025,-1.436312658391497,0.02267188811257785,200000000.0,-0.1157589729993118,-0.0214947985738823,True,True,10000
TAO,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0321045089911752,0.0315748498941541,0.0321045089911752,ok,14890859.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,2204905041.0,0.01769328644929385,0.10060042632450364,False,ok,True,bittensor,TAO-USDT-SWAP,TAOUSDT,0.1,1.0,1.0,0.01,0.001,0.001,5,no,Bittensor,markets_max_mcap,2,"bittensor,the-anthropic-order",137675152.0,2204905041.0,,30,30,30,30,0.023545860312896957,0.5909427358974106,39012016.483905,51916386.09858834,2026-08-05,2026-09-03,bittensor,Bittensor,2026-08-05,2026-09-03,16403249.0,29.0,0.10060042632450364,-0.01007967092595811,0.07693961500330468,-0.030114581360057353,0.10060042632450364,0.07693961500330468,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,21.513950279611763,-4.034570008003588,-4.476784098744081,0.4422140907404932,0.01136991896033651,200000000.0,0.0282795671372514,-0.0806553428840376,True,True,10000
THETA,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0846678571021358,0.0846678571021358,0.0817927352231001,ok,2829502.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,178797475.0,0.007655302787698763,0.11408971877282756,False,ok,True,theta-token,THETA-USDT-SWAP,THETAUSDT,0.0001,0.1,0.1,1e-05,0.1,0.1,5,yes,Theta Network,markets_max_mcap,1,theta-token,3788025.0,178797475.0,,30,30,30,30,0.008475232054254867,0.6464608367989418,1368748.808801,1515350.091339833,2026-08-05,2026-09-03,theta-token,Theta Network,2026-08-05,2026-09-03,3009636.0,29.0,0.08816555280528132,0.11408971877282756,0.03694571906354589,0.061190194691457665,0.11408971877282756,0.061190194691457665,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,19.001764298680037,-4.8723566964158405,-3.6864284580283817,-1.1859282383874588,0.025061350055799406,200000000.0,-0.1234857909797314,-0.0438390553984445,True,True,10000
TIA,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0394828984243498,0.038523101393547,0.0394828984243498,ok,7272407.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,359836713.0,0.02298160566110718,0.05929598445003519,False,ok,True,celestia,TIA-USDT-SWAP,TIAUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Celestia,markets_max_mcap,2,"celestia,tia",41396049.0,359836713.0,,30,30,30,30,0.027089200888719953,0.45359136139819356,8269625.440555001,9747689.005593665,2026-08-05,2026-09-03,celestia,Celestia,2026-08-05,2026-09-03,7880497.0,29.0,0.05929598445003519,0.05160651240734755,0.030809119056996147,0.026434575175248092,0.05929598445003519,0.030809119056996147,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,19.701160911518173,-3.7730611368916263,-3.9064647380847894,0.1334036011931632,0.020111474863418598,200000000.0,-0.0298932223069266,-0.0352925172654054,True,True,10000
TRB,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0875233025743132,0.0817572491993124,0.0875233025743132,ok,4752276.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,50998069.0,0.04915565624651397,0.20206724137931015,False,ok,True,tellor,TRB-USDT-SWAP,TRBUSDT,0.01,1.0,1.0,0.001,0.01,0.01,5,yes,Tellor Tributes,markets_max_mcap,1,tellor,18761479.0,50998069.0,,30,30,30,30,0.10404979283748307,1.6446607975276355,2506843.549,5306338.514561666,2026-08-05,2026-09-03,tellor,Tellor Tributes,2026-08-05,2026-09-03,5437116.0,29.0,0.20206724137931015,-0.014439195751138084,0.153701505515254,-0.05603857011554543,0.20206724137931015,0.153701505515254,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.74729832722669,-3.012763357697714,-3.2917625120555716,0.2789991543578574,0.03718824686714529,200000000.0,0.0495877132233255,-0.1681229022752797,True,True,10000
TRIA,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0976510142431771,0.093368313015211,0.0976510142431771,ok,5923525.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,8286771.0,0.26053489729835666,0.13926598639455726,False,ok,True,tria,TRIA-USDT-SWAP,TRIAUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,yes,TRIA,markets_max_mcap,1,tria,2308307.0,8286771.0,,30,30,30,30,0.6269272014535779,1.926950350256029,2158993.03142,5195202.152116667,2026-08-05,2026-09-03,tria,TRIA,2026-08-05,2026-09-03,6589791.0,29.0,0.13926598639455726,0.12411422222222217,0.05747617580612047,0.06431906130268188,0.13926598639455726,0.06431906130268188,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,15.930170945806308,-1.3450184640033171,-2.720078374533279,1.375059910529962,0.0658695917255847,200000000.0,-0.0743730532720608,-0.0824245189754947,True,True,10000
TRUMP,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0592908277432043,0.0592908277432043,0.0567226541471186,ok,18005833.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,637350743.0,0.3071616687497923,0.08171647354497381,False,ok,True,official-trump,TRUMP-USDT-SWAP,TRUMPUSDT,0.001,1.0,1.0,0.001,0.1,0.1,5,yes,Official Trump,markets_max_mcap,4,"official-trump,bridged-maga-wormhole,maga,meme-trumpcoin",504419043.0,637350743.0,,30,30,30,30,0.5786409034286898,1.3123873946158304,195769717.7988,368797209.73046666,2026-08-05,2026-09-03,official-trump,Official Trump,2026-08-05,2026-09-03,19125774.0,29.0,0.08171647354497381,0.05312305391540097,0.000996673739566239,0.000861886360913228,0.08171647354497381,0.000996673739566239,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,20.272830678957018,-1.1803810616989214,-4.086317037536898,2.905935975837977,0.016800997194199186,200000000.0,-0.0502367109747722,-0.055171916637897,True,True,10000
TRUST,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1251095702700674,0.1251095702700674,0.1147694156882315,ok,2157746.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,18168890.0,0.01807791794187757,0.43189475095785407,False,ok,True,trust-3,TRUST-USDT-SWAP,TRUSTUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,TRUST,markets_max_mcap,5,"trust-3,intuition,trust-me-bros-by-virtuals,trustra,trust-the-process",5119.94,18168890.0,close mcap runner-up intuition cap=9730140 vs 18168890,30,30,30,30,0.0430450089103407,1.970204109499944,328455.702515,782080.0319409999,2026-08-05,2026-09-03,trust-3,TRUST,2026-08-05,2026-09-03,2311248.0,29.0,0.059215077720207836,0.43189475095785407,0.0004807526793072341,0.14330698386199267,0.43189475095785407,0.14330698386199267,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,16.715221348797993,-4.0130640887313005,-2.9670620847204088,-1.0460020040108917,0.0514542567365386,200000000.0,-0.1409074187290048,-0.0176251966338257,True,True,10000
TRUTH,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0843444283554343,0.0843444283554343,0.0826428816729606,ok,3221088.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,25642491.0,0.013598576299393067,0.09392426510369642,False,ok,True,swarm-network,TRUTH-USDT-SWAP,TRUTHUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,yes,Swarm Network,markets_max_mcap,4,"swarm-network,true-source,truthchain,truthgpt",1214200.0,25642491.0,,30,30,30,30,0.0144472781763675,0.4034921558286488,348701.37037,370464.200612,2026-08-05,2026-09-03,swarm-network,Swarm Network,2026-08-05,2026-09-03,3433398.0,29.0,0.09392426510369642,0.05482635637149005,0.04604606893265508,0.007089495958154796,0.09392426510369642,0.04604606893265508,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.059761338183822,-4.297790175588026,-3.0754573731784003,-1.2223328024096256,0.046168507315010945,200000000.0,-0.0814425166445711,-0.1247651673372825,True,True,10000
TRX,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0266261813998868,0.0266261813998868,0.0250092031036468,ok,5133073.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,31428357404.0,0.0004893908819043923,0.08147757695343337,False,ok,True,tron,TRX-USDT-SWAP,TRXUSDT,1e-05,0.01,0.01,1e-05,1.0,1.0,5,no,TRON,markets_max_mcap,3,"tron,solana-bridged-trx-solana,tron-bsc",371288165.0,31428357404.0,,30,30,30,30,0.0006246779198626298,0.5619007504844233,15380751.54675,19632600.927830003,2026-08-05,2026-09-03,tron,TRON,2026-08-05,2026-09-03,5604320.0,29.0,0.014987068932776815,0.08147757695343337,0.0009676195335271587,0.04917339572192483,0.08147757695343337,0.04917339572192483,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,24.170976424347543,-7.622349038301328,-5.312707719431654,-2.309641318869674,0.004928563466808235,200000000.0,-0.0359018317106083,0.0084803399805852,True,True,10000
