base_coin,filter_decision,filter_reason,cap_cutoff_usd,market_cap_usd,median_rel_vol,fitted_median_rel_vol,log_residual,p99_max,p99_max_clean,p95_max,had_entry_tail,had_soft_tail,spread_n_ticks,spread_joined,spread_window_start,spread_window_end,status,in_plot_set,gecko_id,okx_symbol,bybit_symbol,okx_tick_size,okx_lot_size,okx_min_size,bybit_tick_size,bybit_qty_step,bybit_min_order_qty,bybit_min_notional_value,take,gecko_name,map_method,n_candidates,candidate_ids,ticker_volume_usd,ticker_mcap_usd,map_note,n_hist_days,n_days_both,n_days_volume,n_days_mcap,mean_rel_vol,volume_cv,median_volume_usd,mean_volume_usd,hist_start,hist_end,paprika_id,paprika_name,window_start,window_end,spread_days_with_ticks,p99_long,p99_short,p95_long,p95_short,log_cap,log_median_rel_vol,log_fitted
YFI,kept,kept_cap_le_cutoff,200000000.0,83249081.0,0.00843992413501838,0.03187490339152103,-1.328845652794186,0.08634658385964925,0.08634658385964925,0.04382362571150255,False,False,2444060.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,yearn-finance,YFI-USDT-SWAP,YFIUSDT,1.0,1.0,1.0,1.0,0.0001,0.0001,5,yes,yearn.finance,markets_max_mcap,2,"yearn-finance,yfi",16389526.0,83249081.0,,30,30,30,30,0.010164884007548383,0.6269915582207812,702615.92795,846217.2521,2026-08-05,2026-09-03,yearn-finance,yearn.finance,2026-08-05,2026-09-03,29.0,0.08634658385964925,0.04574773584905652,0.04382362571150255,0.0006753501113150834,18.237347647724857,-4.774781959156568,-3.4459363063623822
YGG,kept,kept_cap_le_cutoff,200000000.0,22012200.0,0.05501840867927785,0.0484399151214243,0.1273436660495184,0.15969124560375172,0.15969124560375172,0.10934515306122426,False,True,3136448.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,yield-guild-games,YGG-USDT-SWAP,YGGUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,Yield Guild Games,markets_max_mcap,1,yield-guild-games,2740348.0,22012200.0,,30,30,30,30,0.07270891852677304,0.7311655490028401,1211076.21553,1600483.256395033,2026-08-05,2026-09-03,yield-guild-games,Yield Guild Games,2026-08-05,2026-09-03,29.0,0.15969124560375172,0.00040041539759126383,0.10934515306122426,-0.05090827642852546,16.907107403073628,-2.9000874464907094,-3.027431112540228
ZAMA,kept,kept_cap_le_cutoff,200000000.0,136803317.0,0.052493957436134386,0.02726354776327596,0.655147503330713,0.23622091673970255,0.23622091673970255,0.15970802581113328,False,True,8821668.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,zama,ZAMA-USDT-SWAP,ZAMAUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Zama,markets_max_mcap,1,zama,12316392.0,136803317.0,,30,30,30,30,0.07301077787013015,0.8780552211957491,7181347.49972,9988116.589384,2026-08-05,2026-09-03,zama,Zama,2026-08-05,2026-09-03,29.0,0.23622091673970255,0.06279438706877885,0.15970802581113328,0.020385202911992754,18.734054809934793,-2.9470572124632475,-3.6022047157939605
ZBT,kept,kept_cap_le_cutoff,200000000.0,27216434.0,0.11981063384628199,0.045311306831475794,0.9723558447934919,0.7584909375000014,0.7584909375000014,0.40058094447797227,True,True,9357836.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,zerobase,ZBT-USDT-SWAP,ZBTUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,ZEROBASE,markets_max_mcap,1,zerobase,3322155.0,27216434.0,,30,30,30,30,0.5501469119773357,2.5089477307128987,3260818.2085755,14973037.120134966,2026-08-05,2026-09-03,zerobase,ZEROBASE,2026-08-05,2026-09-03,29.0,0.7584909375000014,0.10989080591420199,0.40058094447797227,0.06120944980350108,17.119331539992693,-2.1218428339154616,-3.0941986787089535
ZEC,dropped,dropped_large_cap,200000000.0,16298285590.0,0.036584667027187,0.006059550308587136,1.7979936281226623,0.13865517297422747,0.13865517297422747,0.11023376495900968,False,False,32361486.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,zcash,ZEC-USDT-SWAP,ZECUSDT,0.01,1.0,1.0,0.01,0.01,0.01,5,no,Zcash,markets_max_mcap,4,"zcash,binance-peg-zcash-token,near-intents-bridged-zec,omnibridge-bridged-zcash-solana",860717770.0,16298285590.0,,30,30,30,30,0.04045033067044793,0.8075365893232339,596267351.42415,659271041.4768966,2026-08-05,2026-09-03,zcash,Zcash,2026-08-05,2026-09-03,29.0,0.13865517297422747,0.05755913168919455,0.11023376495900968,0.035922418651115166,23.514325760699872,-3.3081260600354634,-5.106119688158126
ZEN,kept,kept_cap_le_cutoff,200000000.0,107607512.0,0.018416600321081673,0.02940231997569746,-0.467821132721296,,,,False,False,,False,,,ok,True,zencash,ZEN-USDT-SWAP,ZENUSDT,0.001,1.0,1.0,0.001,0.1,0.1,5,yes,Horizen,markets_max_mcap,6,"zencash,zen-2,zendawg,zenfrogs,zenith-2,zenith-3",13385813.0,107607512.0,,30,30,30,30,0.0316233021286965,1.282726686909689,1981764.54005,3402904.8632933334,2026-08-05,2026-09-03,zencash,Horizen,2026-08-05,2026-09-03,,,,,,18.49400101738146,-3.9945028297340768,-3.526681697012781
ZETA,kept,kept_cap_le_cutoff,200000000.0,55602883.0,0.011848077164991606,0.036190465384345234,-1.1166301071092963,,,,False,False,,False,,,ok,True,zetachain,ZETA-USDT-SWAP,ZETAUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,ZetaChain,markets_max_mcap,2,"zetachain,zeta-global-holdings-corp-robinhood-token",14470880.0,55602883.0,,30,30,30,30,0.01260193513854908,0.27226555867373164,658787.24838,700703.9250823334,2026-08-05,2026-09-03,zetachain,ZetaChain,2026-08-05,2026-09-03,,,,,,17.8337456103945,-4.435589689124985,-3.3189595820156885
ZIL,kept,kept_cap_le_cutoff,200000000.0,53413985.0,0.026339945713468108,0.036650649656993876,-0.33034451882992144,,,,False,False,,False,,,ok,True,zilliqa,ZIL-USDT-SWAP,ZILUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,yes,Zilliqa,markets_max_mcap,1,zilliqa,10386660.0,53413985.0,,30,30,30,30,0.027296313009767006,0.451472540048873,1406921.4652399998,1458004.8536590002,2026-08-05,2026-09-03,zilliqa,Zilliqa,2026-08-05,2026-09-03,,,,,,17.79358316102863,-3.636668643661225,-3.3063241248313036
ZK,kept,kept_cap_le_cutoff,200000000.0,99716116.0,0.02285174190707097,0.030115354983906613,-0.27600782734563767,,,,False,False,,False,,,ok,True,zksync,ZK-USDT-SWAP,ZKUSDT,1e-05,1.0,1.0,1e-06,0.1,0.1,5,yes,ZKsync,markets_max_mcap,1,zksync,9368090.0,99716116.0,,30,30,30,30,0.03933376709485528,1.1408711112687837,2278686.9468075503,3922210.4823475727,2026-08-05,2026-09-03,zksync,ZKsync,2026-08-05,2026-09-03,,,,,,18.417837866803737,-3.778727932290519,-3.5027201049448813
ZKP,kept,kept_cap_le_cutoff,200000000.0,9293486.0,0.1028633378728929,0.06353595485090598,0.48179532667871516,,,,False,False,,False,,,ok,True,zkpass,ZKP-USDT-SWAP,ZKPUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,zkPass,override,2,"zkpass,panther",38796621.0,9293486.0,,30,30,30,30,0.6488593262026399,2.609138647246605,955958.990435,6030165.064033668,2026-08-05,2026-09-03,zkpass,zkPass,2026-08-05,2026-09-03,,,,,,16.044824282600185,-2.27435398852127,-2.756149315199985
ZORA,kept,kept_cap_le_cutoff,200000000.0,34221438.0,0.06773416172751129,0.04216124151220517,0.47408930575794983,,,,False,False,,False,,,ok,True,zora,ZORA-USDT-SWAP,ZORAUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,yes,Zora,markets_max_mcap,1,zora,25145725.0,34221438.0,,30,30,30,30,0.5210698676993838,2.8606388443595216,2317960.41604,17831760.171142664,2026-08-05,2026-09-03,zora,Zora,2026-08-05,2026-09-03,,,,,,17.348362847754647,-2.6921646217917035,-3.1662539275496533
ZRO,dropped,dropped_large_cap,200000000.0,393762038.0,0.026112260429038615,0.01954941620114552,0.28945952811899867,,,,False,False,,False,,,ok,True,layerzero,ZRO-USDT-SWAP,ZROUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,LayerZero,markets_max_mcap,1,layerzero,59848296.0,393762038.0,,30,30,30,30,0.054606874405300085,1.3054332364441097,10282016.883325,21502114.154641006,2026-08-05,2026-09-03,layerzero,LayerZero,2026-08-05,2026-09-03,,,,,,19.791257320335195,-3.645350326711626,-3.9348098548306245
ZRX,kept,kept_cap_le_cutoff,200000000.0,85911009.0,0.005942552901863835,0.031560826912826544,-1.6697778744245282,,,,False,False,,False,,,ok,True,0x,ZRX-USDT-SWAP,ZRXUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,0x Protocol,markets_max_mcap,1,0x,18230967.0,85911009.0,,30,30,30,30,0.0073397659524248714,0.5935239171704519,510530.71583500004,630566.6987966667,2026-08-05,2026-09-03,0x,0x Protocol,2026-08-05,2026-09-03,,,,,,18.26882253939453,-5.125616456478623,-3.4558385820540947
