base_coin,filter_decision,filter_reason,cap_cutoff_usd,market_cap_usd,median_rel_vol,fitted_median_rel_vol,log_residual,p99_max,p99_max_clean,p95_max,had_entry_tail,had_soft_tail,spread_n_ticks,spread_joined,spread_window_start,spread_window_end,status,in_plot_set,gecko_id,okx_symbol,bybit_symbol,okx_tick_size,okx_lot_size,okx_min_size,bybit_tick_size,bybit_qty_step,bybit_min_order_qty,bybit_min_notional_value,take,gecko_name,map_method,n_candidates,candidate_ids,ticker_volume_usd,ticker_mcap_usd,map_note,n_hist_days,n_days_both,n_days_volume,n_days_mcap,mean_rel_vol,volume_cv,median_volume_usd,mean_volume_usd,hist_start,hist_end,paprika_id,paprika_name,window_start,window_end,spread_days_with_ticks,p99_long,p99_short,p95_long,p95_short,log_cap,log_median_rel_vol,log_fitted
0G,kept,kept_cap_le_cutoff,200000000.0,40960185.911034614,0.0749882043294284,0.039843169654903254,0.6323798363968587,0.06526648995345649,0.06526648995345649,0.0009340048637434023,False,False,3504550.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,zero-gravity,0G-USDT-SWAP,0GUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,0G,markets_max_mcap,1,zero-gravity,31637666.0,40964907.0,,30,30,30,30,0.3252851955804902,2.5851461459874603,2629230.851785,11745482.846889,2026-08-05,2026-09-03,zero-gravity,0G,2026-08-05,2026-09-03,29.0,0.06523621546961243,0.06526648995345649,0.000829164822357603,0.0009340048637434023,17.528111077528845,-2.5904244534225533,-3.222804289819412
1INCH,kept,kept_cap_le_cutoff,200000000.0,128854050.03921598,0.006154156248154603,0.027781887051445416,-1.507256597169011,0.12324510509885499,0.12324510509885499,0.08240959845984644,False,False,3846828.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,1inch,1INCH-USDT-SWAP,1INCHUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,1INCH,markets_max_mcap,1,1inch,23838903.0,128608328.0,,30,30,30,30,0.007896854276770835,0.7407031609348211,769570.3118355,970192.2440057666,2026-08-05,2026-09-03,1inch,1INCH,2026-08-05,2026-09-03,29.0,0.03679900442043278,0.12324510509885499,0.011535147547797883,0.08240959845984644,18.674190926770574,-5.090627612714219,-3.5833710155452083
2Z,kept,kept_cap_le_cutoff,200000000.0,190103405.61754853,0.010953151572816445,0.02458254819115246,-0.8084095383339349,1.1407686764705887,1.1407686764705887,0.5835341095890408,True,True,4729085.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,doublezero,2Z-USDT-SWAP,2ZUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,DoubleZero,markets_max_mcap,1,doublezero,3505111.0,190083977.0,,30,30,30,30,0.022673377465917324,1.5667026607633427,2001668.82507,4041274.298453667,2026-08-05,2026-09-03,doublezero,DoubleZero,2026-08-05,2026-09-03,29.0,1.1407686764705887,0.13874608322147602,0.5835341095890408,0.09168080224049215,19.063078722172193,-4.514128049261299,-3.7057185109273645
A,kept,kept_cap_le_cutoff,200000000.0,131971282.72074094,0.005292708581308891,0.027573739826313868,-1.6505337302494558,0.21513118335053324,0.21513118335053324,0.15878248415407162,False,True,3130466.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,vaulta,A-USDT-SWAP,AUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Vaulta,markets_max_mcap,1,vaulta,5289674.0,132020263.0,,30,30,30,30,0.0061586861238353404,0.5710308179037097,615007.1314,713845.267696,2026-08-05,2026-09-03,vaulta,Vaulta,2026-08-05,2026-09-03,29.0,-0.027629658197217168,0.21513118335053324,-0.07666949255916092,0.15878248415407162,18.69809490173619,-5.241425144997988,-3.5908914147485325
AAVE,dropped,dropped_large_cap,200000000.0,2076731240.0967832,0.03062681769335921,0.011586178489654389,0.9720631421681594,0.09133888343934489,0.09133888343934489,0.06644213860986076,False,False,19004992.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,aave,AAVE-USDT-SWAP,AAVEUSDT,0.01,0.1,0.1,0.01,0.01,0.01,5,no,Aave,markets_max_mcap,1,aave,292157180.0,2073337995.0,,30,30,30,30,0.04252551358655445,0.9281735731072249,49539050.14040001,73077514.14919,2026-08-05,2026-09-03,aave,Aave,2026-08-05,2026-09-03,29.0,0.011914925478435388,0.09133888343934489,0.0008635969204433253,0.06644213860986076,21.454060975343886,-3.485879258626035,-4.457942400794194
ACH,held_out,held_out_no_metrics,200000000.0,,,,,0.13969851092896202,0.13969851092896202,0.0951781869220613,False,False,2736808.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,missing_market_cap,False,alchemy-pay,ACH-USDT-SWAP,ACHUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,no,Alchemy Pay,unique_symbol_not_in_top_markets,1,alchemy-pay,,,in coins/list but not in cached /markets pages,30,0,30,0,,0.39867737615535703,618378.232605,615987.8792006668,2026-08-05,2026-09-03,alchemy-pay,Alchemy Pay,2026-08-05,2026-09-03,29.0,0.13969851092896202,-0.02052465508298679,0.0951781869220613,-0.048191049049265286,,,
ACT,kept,kept_cap_le_cutoff,200000000.0,10105873.91342953,0.20794800959357668,0.0618827072731173,1.2120473194591777,0.11612451358695607,0.11612451358695607,0.07136313492480822,False,False,8603780.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,act-i-the-ai-prophecy,ACT-USDT-SWAP,ACTUSDT,1e-06,1.0,1.0,1e-06,1.0,1.0,5,yes,Act I The AI Prophecy,markets_max_mcap,3,"act-i-the-ai-prophecy,achain,acet-token",6261026.0,10082101.0,close mcap runner-up achain cap=9086677 vs 10082101,30,30,30,30,0.45393032163078195,1.648718773184354,2032410.689117,4405570.551040233,2026-08-05,2026-09-03,act-i-the-ai-prophecy,Act I The AI Prophecy,2026-08-05,2026-09-03,29.0,0.11612451358695607,0.06068390393013084,0.07136313492480822,0.010522071529033967,16.128627388349027,-1.570467184401531,-2.7825145038607086
ACU,kept,kept_cap_le_cutoff,200000000.0,47148846.79725316,0.08214965328794085,0.038117850886819266,0.7678599243777535,0.24418046204620364,0.24418046204620364,0.1273290338770393,False,True,8444133.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,acurast,ACU-USDT-SWAP,ACUUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Acurast,markets_max_mcap,1,acurast,2003637.0,47167156.0,,30,30,30,30,0.2089623643522456,1.611253616700494,3258948.129905,7619562.487167668,2026-08-05,2026-09-03,acurast,Acurast,2026-08-05,2026-09-03,29.0,0.24418046204620364,0.22821445859872566,0.05045053566762516,0.1273290338770393,17.66882010857397,-2.4992126549832276,-3.267072579360981
ADA,dropped,dropped_large_cap,200000000.0,8339095479.002177,0.012628410389207147,0.007481673724711103,0.5234925415771485,0.05300493176382393,0.05300493176382393,0.0009023756834761746,False,False,27830157.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,cardano,ADA-USDT-SWAP,ADAUSDT,0.0001,0.1,0.1,0.0001,1.0,1.0,5,no,Cardano,markets_max_mcap,3,"cardano,ada-the-dog,binance-peg-cardano",661950103.0,8302994700.0,,30,30,30,30,0.016374743635399525,0.6164879868016244,94387112.0515,122059372.70706333,2026-08-05,2026-09-03,cardano,Cardano,2026-08-05,2026-09-03,29.0,0.05300493176382393,0.044642081903049025,0.0009023756834761746,0.0008343759409550273,22.84422059168018,-4.37180621046102,-4.895298752038168
AERO,dropped,dropped_large_cap,200000000.0,504470397.58912736,0.01277799014840198,0.018083450997334483,-0.34727303929769615,0.07763979935794499,0.07763979935794499,0.04605870421385517,False,False,7522325.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,aerodrome-finance,AERO-USDT-SWAP,AEROUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,yes,Aerodrome Finance,markets_max_mcap,1,aerodrome-finance,35099605.0,503112513.0,,30,30,30,30,0.015530247946877344,0.8326133260401485,6025038.0497,7099528.20544,2026-08-05,2026-09-03,aerodrome-finance,Aerodrome Finance,2026-08-05,2026-09-03,29.0,0.07123668626320846,0.07763979935794499,0.04605870421385517,0.04389702063849152,20.039019719305227,-4.360031107783502,-4.012758068485806
AEVO,kept,kept_cap_le_cutoff,200000000.0,21434576.028890975,0.030868482542301824,0.04884685971742723,-0.45895441131686754,0.11825477678571372,0.11825477678571372,0.053145600765085094,False,False,2793894.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,aevo-exchange,AEVO-USDT-SWAP,AEVOUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,Aevo,markets_max_mcap,1,aevo-exchange,14602589.0,21360007.0,,30,30,30,30,0.04578410640692159,1.1504879787852582,642198.210572,914092.0580384,2026-08-05,2026-09-03,aevo-exchange,Aevo,2026-08-05,2026-09-03,29.0,0.09919752714932131,0.11825477678571372,0.04968170453197328,0.053145600765085094,16.880515878433993,-3.478019598064304,-3.0190651867474365
AGLD,kept,kept_cap_le_cutoff,200000000.0,15516950.347797714,0.050311777008899064,0.05407280966462652,-0.07209228044415417,0.12094106896551769,0.12094106896551769,0.06094236820913086,False,False,2564528.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,adventure-gold,AGLD-USDT-SWAP,AGLDUSDT,0.0001,1.0,1.0,1e-05,0.1,0.1,5,yes,Adventure Gold,markets_max_mcap,2,"adventure-gold,spdr-gold-shares-astock",4422901.0,15484908.0,,30,30,30,30,0.07002800171486433,0.7162308422496045,781647.795445,1043389.3694142998,2026-08-05,2026-09-03,adventure-gold,Adventure Gold,2026-08-05,2026-09-03,29.0,0.12094106896551769,0.11323148863407748,0.06094236820913086,0.04740380639097773,16.557443555202134,-2.989516093916064,-2.9174238134719097
AIXBT,kept,kept_cap_le_cutoff,200000000.0,21162455.668814372,0.060783496149449195,0.04904360221049023,0.21460856374669124,0.10307697368420957,0.10307697368420957,0.055205290182375966,False,False,3023146.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,aixbt,AIXBT-USDT-SWAP,AIXBTUSDT,1e-05,1.0,1.0,1e-06,10.0,10.0,5,yes,aixbt,markets_max_mcap,1,aixbt,3374182.0,21179455.0,,30,30,30,30,0.08007029613780066,0.5893752263628076,1209359.4249,1549660.6495083333,2026-08-05,2026-09-03,aixbt,aixbt,2026-08-05,2026-09-03,29.0,0.0341873062470649,0.10307697368420957,-0.005231602178037404,0.055205290182375966,16.86773921062225,-2.800436971768229,-3.01504553551492
ALGO,dropped,dropped_large_cap,200000000.0,856620730.7782018,0.008358414960725957,0.015308622925981537,-0.6051474484533133,0.10156011533665879,0.10156011533665879,0.07584260483462302,False,False,7689516.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,algorand,ALGO-USDT-SWAP,ALGOUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,no,Algorand,markets_max_mcap,2,"algorand,dear-algorithm",35763280.0,855958775.0,,30,30,30,30,0.009128125769369232,0.4306221377610242,6747711.6404025,7097625.786776434,2026-08-05,2026-09-03,algorand,Algorand,2026-08-05,2026-09-03,29.0,0.0481525237731363,0.10156011533665879,0.025048697059596427,0.07584260483462302,20.56850582408805,-4.784486467860787,-4.1793390194074735
ALLO,kept,kept_cap_le_cutoff,200000000.0,62021601.983479105,0.22674391117209947,0.034967722428267886,1.8693958163798556,0.14543229311678282,0.14543229311678282,0.08291150488510965,False,False,10855310.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,allora,ALLO-USDT-SWAP,ALLOUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Allora,markets_max_mcap,1,allora,5427958.0,62024548.0,,30,30,30,30,0.2970233128738145,1.1425374100321823,15769642.22085,20598795.362936668,2026-08-05,2026-09-03,allora,Allora,2026-08-05,2026-09-03,29.0,0.06290785648742941,0.14543229311678282,0.019748072254230205,0.08291150488510965,17.942993301413903,-1.4839340429511796,-3.3533298593310352
ANIME,kept,kept_cap_le_cutoff,200000000.0,15481974.06514622,0.03611853011578293,0.05411121230483945,-0.40423538260276004,0.14922739696312426,0.14922739696312426,0.1136170651698501,False,False,2962652.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,anime,ANIME-USDT-SWAP,ANIMEUSDT,1e-06,1.0,1.0,1e-06,1.0,1.0,5,yes,Animecoin,markets_max_mcap,4,"anime,a-new-internet-money-era,anime-bitcoin,animefication",4446681.0,15485533.0,,30,30,30,30,0.12273816831472846,2.6333951690284922,519303.511882,1796610.1381066,2026-08-05,2026-09-03,anime,Animecoin,2026-08-05,2026-09-03,29.0,0.14922739696312426,0.0006897470278482644,0.1136170651698501,-0.03661765904619058,16.55518694158367,-3.320949245730306,-2.916713863127546
APE,kept,kept_cap_le_cutoff,200000000.0,142731814.41942573,0.01874922887336481,0.026902086699090395,-0.36105123123928307,0.09136222385321174,0.09136222385321174,0.06516885135135105,False,False,5664595.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,apecoin,APE-USDT-SWAP,APEUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,ApeCoin,markets_max_mcap,4,"apecoin,ape-3,ape-lol,apetos",27955621.0,142699931.0,,30,30,30,30,0.021346022409463,0.4923060015463467,2578924.1251335,2862686.350370033,2026-08-05,2026-09-03,apecoin,ApeCoin,2026-08-05,2026-09-03,29.0,0.09136222385321174,0.02370235842541484,0.06516885135135105,-0.0061715224913496194,18.776478003775033,-3.976602654165322,-3.615551422926039
API3,kept,kept_cap_le_cutoff,200000000.0,33136201.338146195,0.02471977414960376,0.04259086968859897,-0.5440364075405326,0.1348621186856301,0.1348621186856301,0.10445939283268735,False,False,2612229.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,api3,API3-USDT-SWAP,API3USDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Api3,markets_max_mcap,1,api3,12219656.0,33071446.0,,30,30,30,30,0.025777713901433682,0.5081744471390984,764770.599565,771037.0862483333,2026-08-05,2026-09-03,api3,Api3,2026-08-05,2026-09-03,29.0,0.1348621186856301,0.0005521764501843506,0.10445939283268735,-0.05163371985715986,17.31613693871403,-3.7001517827772736,-3.156115375236741
APR,kept,kept_cap_le_cutoff,200000000.0,76438358.99953209,0.17982398504718788,0.032742423600381265,1.7033069167518662,0.42229505741127393,0.42229505741127393,0.2468162813522352,False,True,14799168.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,apriori,APR-USDT-SWAP,APRUSDT,0.0001,1.0,1.0,1e-05,1.0,1.0,5,yes,Capricorn,markets_max_mcap,1,apriori,14246656.0,73920770.0,,30,30,30,30,0.6998473538739185,2.0319897223431327,10705461.353550002,84758463.30728833,2026-08-05,2026-09-03,apriori,Capricorn,2026-08-05,2026-09-03,29.0,0.42229505741127393,0.26707704747116195,0.2468162813522352,0.13553716699649893,18.151995209281893,-1.7157767673587123,-3.4190836841105785
APT,dropped,dropped_large_cap,200000000.0,529530862.16252786,0.040502378315118576,0.01780971793292554,0.8216164366095979,0.053052838530411456,0.053052838530411456,0.03532703260272241,False,False,12654529.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,aptos,APT-USDT-SWAP,APTUSDT,0.0001,1.0,1.0,0.0001,0.01,0.01,5,yes,Aptos,markets_max_mcap,1,aptos,123730864.0,528046325.0,,30,30,30,30,0.04291644959312172,0.5236799534523042,19235710.250823,21096734.845633466,2026-08-05,2026-09-03,aptos,Aptos,2026-08-05,2026-09-03,29.0,0.053052838530411456,0.0469287161108351,0.03532703260272241,0.02906954174699675,20.087502006788842,-3.206394582763732,-4.02801101937333
AR,kept,kept_cap_le_cutoff,200000000.0,171526797.5805958,0.012937865174975844,0.025390816685091615,-0.6742292641069483,0.09469237274862997,0.09469237274862997,0.05536616322974165,False,False,3598685.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,arweave,AR-USDT-SWAP,ARUSDT,0.001,1.0,1.0,0.0001,0.1,0.1,5,yes,Arweave,markets_max_mcap,1,arweave,40027813.0,170898585.0,,30,30,30,30,0.02291892793658277,1.0333045559824778,1760592.3378950001,3120983.7538759997,2026-08-05,2026-09-03,arweave,Arweave,2026-08-05,2026-09-03,29.0,0.09469237274862997,0.0456391601255883,0.05536616322974165,0.0006469124560341531,18.960250066478128,-4.347596982269808,-3.6733677181628597
ARB,dropped,dropped_large_cap,200000000.0,947576840.8925734,0.030246920107245258,0.014830238264377663,0.7127261422586351,0.05145936889103406,0.05145936889103406,0.030810357164615082,False,False,12041443.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,arbitrum,ARB-USDT-SWAP,ARBUSDT,1e-05,0.1,0.1,1e-05,0.1,0.1,5,no,Arbitrum,markets_max_mcap,2,"arbitrum,arbitrage-loop",457706511.0,954064027.0,,30,30,30,30,0.08925884502811128,1.755696612042675,16927993.95277,57245917.48602213,2026-08-05,2026-09-03,arbitrum,Arbitrum,2026-08-05,2026-09-03,29.0,0.040105156540242014,0.05145936889103406,0.024271525735294883,0.030810357164615082,20.669418590199903,-3.4983609143252687,-4.211087056583904
ARKM,kept,kept_cap_le_cutoff,200000000.0,76821042.16207315,0.01586344356972439,0.03269102117665473,-0.7230831428726869,0.1248061512027492,0.1248061512027492,0.09594185787193904,False,False,4717975.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,arkham,ARKM-USDT-SWAP,ARKMUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Arkham,markets_max_mcap,1,arkham,6663375.0,76519174.0,,30,30,30,30,0.018261778969687024,0.49289398744621815,1062758.986015,1273773.2655056666,2026-08-05,2026-09-03,arkham,Arkham,2026-08-05,2026-09-03,29.0,0.1248061512027492,-0.030107980602701336,0.09594185787193904,-0.0621877084188908,18.156989147075784,-4.143737963409766,-3.420654820537079
ARX,kept,kept_cap_le_cutoff,200000000.0,42337798.32710998,0.05209522777568932,0.03943066498178348,0.2785295345521299,0.1452599933020762,0.1452599933020762,0.0748858954610812,False,False,3552484.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,arcs,ARX-USDT-SWAP,ARXUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,yes,ARCS,markets_max_mcap,4,"arcs,arcium,alpharadarx,auriax",29487.0,42317549.0,close mcap runner-up arcium cap=26922912 vs 42317549,30,30,30,30,0.05940870274431236,0.618691752071736,2322604.0237499997,2641668.226376666,2026-08-05,2026-09-03,arcs,ARCS,2026-08-05,2026-09-03,29.0,0.1452599933020762,0.11999500000000093,0.0748858954610812,0.06561194479695445,17.561190822486882,-2.954681931813712,-3.233211466365842
ASTER,dropped,dropped_large_cap,200000000.0,1972788811.2872837,0.007966900902226305,0.011774863870549804,-0.3906715071579452,0.12207830309859133,0.12207830309859133,0.08106488960525472,False,False,7550807.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,aster-2,ASTER-USDT-SWAP,ASTERUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,no,Aster,markets_max_mcap,1,aster-2,138734767.0,1966783933.0,,30,30,30,30,0.012503912973264279,1.0657658191307242,14780610.4205,22315283.650229994,2026-08-05,2026-09-03,aster-2,Aster,2026-08-05,2026-09-03,29.0,0.033681427904921235,0.12207830309859133,0.01642432561147862,0.08106488960525472,21.402714018869666,-4.832459707191918,-4.441788200033973
AT,kept,kept_cap_le_cutoff,200000000.0,33211009.24480069,0.018164137822516815,0.04256066403459259,-0.8514812463469648,0.28374608108108096,0.28374608108108096,0.18683522336769698,False,True,1912438.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,apro,AT-USDT-SWAP,ATUSDT,0.0001,1.0,1.0,1e-05,1.0,1.0,5,yes,Apro,markets_max_mcap,1,apro,1916541.0,33188678.0,,30,30,30,30,0.024512858174827932,0.8586625436736872,612923.7147049999,834639.6487109999,2026-08-05,2026-09-03,apro,Apro,2026-08-05,2026-09-03,29.0,0.08423838235294055,0.28374608108108096,-0.023485754189943725,0.18683522336769698,17.318391982677397,-4.008306078100873,-3.156824831753908
ATH,kept,kept_cap_le_cutoff,200000000.0,97078038.8696123,0.015034624843442767,0.03037046238507948,-0.7031146400881294,0.1544249951472013,0.1544249951472013,0.12239129993541804,False,True,3883235.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,aethir,ATH-USDT-SWAP,ATHUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,yes,Aethir,markets_max_mcap,4,"aethir,ath,athenadao-token,high-af",7056802.0,96398814.0,,30,30,30,30,0.01928599128239759,0.970110009123846,1226442.0589299998,1714753.2777726664,2026-08-05,2026-09-03,aethir,Aethir,2026-08-05,2026-09-03,29.0,0.0004702470219433193,0.1544249951472013,-0.0515811114850246,0.12239129993541804,18.391025737440344,-4.197399415068269,-3.49428477498014
ATOM,dropped,dropped_large_cap,200000000.0,805262786.3451107,0.011128599084597346,0.015609308694149214,-0.33834915850216873,0.06961680989978786,0.06961680989978786,0.05818269307723087,False,False,6332670.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,cosmos,ATOM-USDT-SWAP,ATOMUSDT,0.001,1.0,1.0,0.0001,0.1,0.1,5,no,Cosmos Hub,markets_max_mcap,1,cosmos,30634550.0,803816041.0,,30,30,30,30,0.01217365506285985,0.4360522231572133,8699305.843765,9423570.296959667,2026-08-05,2026-09-03,cosmos,Cosmos Hub,2026-08-05,2026-09-03,29.0,0.06961680989978786,0.007133208470733533,0.05818269307723087,0.0005217633317234969,20.506679224776757,-4.498236990026719,-4.15988783152455
AUCTION,kept,kept_cap_le_cutoff,200000000.0,25726605.498663533,0.026747946828384828,0.04612096369902432,-0.5448098743342231,0.12565854865771775,0.12565854865771775,0.09104825682284376,False,False,2015303.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,auction,AUCTION-USDT-SWAP,AUCTIONUSDT,0.001,1.0,1.0,0.001,0.1,0.1,5,yes,Bounce,markets_max_mcap,2,"auction,house-3",7994266.0,25793447.0,,30,30,30,30,0.19698861949319196,2.948400680528545,596192.3139500001,4663912.157043335,2026-08-05,2026-09-03,auction,Bounce,2026-08-05,2026-09-03,29.0,0.12565854865771775,0.00019169621489610776,0.09104825682284376,-0.036217645835499114,17.06303624779191,-3.6212975626649384,-3.0764876883307153
AVAX,dropped,dropped_large_cap,200000000.0,3248912207.416345,0.01293062050280851,0.010064532158358975,0.25058060504145807,0.05264741383585457,0.05264741383585457,0.029516474075320667,False,False,17731979.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,avalanche-2,AVAX-USDT-SWAP,AVAXUSDT,0.001,0.1,0.1,0.001,0.1,0.1,5,no,Avalanche,markets_max_mcap,4,"avalanche-2,avalanche-wormhole,beam-bridged-avax-beam,binance-peg-avalanche",266935933.0,3247554709.0,,30,30,30,30,0.015167828784663728,0.5426577515867052,38246167.1595,44951455.877723336,2026-08-05,2026-09-03,avalanche-2,Avalanche,2026-08-05,2026-09-03,29.0,0.03270542840154269,0.05264741383585457,0.01593655639141662,0.029516474075320667,21.901586071851344,-4.348157097960149,-4.598737703001607
AVNT,kept,kept_cap_le_cutoff,200000000.0,38050306.0,0.07624481532566388,0.040777682931852535,0.6258144726529347,0.14549514798206284,0.14549514798206284,0.10016453411349065,False,False,7083374.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,avantis,AVNT-USDT-SWAP,AVNTUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Avantis,markets_max_mcap,1,avantis,7132461.0,38050306.0,,30,30,30,30,0.15299476331570983,1.5017818896412343,2901138.5540549997,5821497.560560334,2026-08-05,2026-09-03,avantis,Avantis,2026-08-05,2026-09-03,29.0,0.1054025541907515,0.14549514798206284,0.054991564735748594,0.10016453411349065,17.454419684289565,-2.573805861535429,-3.1996203341883636
AXS,kept,kept_cap_le_cutoff,200000000.0,167001789.0,0.02114630437794292,0.025605281019808728,-0.1913334637258406,0.0796137346192221,0.0796137346192221,0.0448455103907986,False,False,5610901.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,axie-infinity,AXS-USDT-SWAP,AXSUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Axie Infinity,markets_max_mcap,1,axie-infinity,25737664.0,167001789.0,,30,30,30,30,0.027173775111664623,0.5173763450846245,3531470.661855,4538069.057531667,2026-08-05,2026-09-03,axie-infinity,Axie Infinity,2026-08-05,2026-09-03,29.0,0.056308134424235,0.0796137346192221,0.03228229001584773,0.0448455103907986,18.9335150828985,-3.856290122661005,-3.6649566589351643
AZTEC,kept,kept_cap_le_cutoff,200000000.0,42689687.0,0.01002740002181323,0.03932811916260497,-1.366618415135341,0.2939447912713478,0.2939447912713478,0.21581609047807274,False,True,1995620.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,aztec,AZTEC-USDT-SWAP,AZTECUSDT,1e-05,1.0,1.0,1e-06,10.0,10.0,5,yes,Aztec,markets_max_mcap,1,aztec,3196564.0,42689687.0,,30,30,30,30,0.014619814547777466,0.9465442715617177,428066.568355,624115.3070426665,2026-08-05,2026-09-03,aztec,Aztec,2026-08-05,2026-09-03,29.0,0.2939447912713478,0.21630970223325166,0.21581609047807274,0.042857243460765075,17.569467926779414,-4.602433930769847,-3.2358155156345063
BABY,kept,kept_cap_le_cutoff,200000000.0,52834428.97290455,0.02771036437790768,0.03677665972205669,-0.28305688879377877,0.2046523684210529,0.2046523684210529,0.15623716488522912,False,True,4854851.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,babylon,BABY-USDT-SWAP,BABYUSDT,1e-05,1.0,1.0,1e-06,10.0,10.0,5,yes,Babylon,markets_max_mcap,9,"babylon,a-fund-baby,baby,baby-2,baby-samo-coin,babyswap,dancing-baby,deer-seized-by-us-government,niche-baby",5050796.0,52636104.0,,30,30,30,30,0.03869587969726703,0.6465769393770896,1306852.7859200002,1924895.3265343332,2026-08-05,2026-09-03,babylon,Babylon,2026-08-05,2026-09-03,29.0,0.2046523684210529,-0.020162229617303976,0.15623716488522912,-0.06884707989669164,17.782673600055976,-3.5859487705037867,-3.302891881710008
BAND,kept,kept_cap_le_cutoff,200000000.0,33332136.431378286,0.012517102816636705,0.042511944934683216,-1.2226891592560047,0.17438897393233496,0.17438897393233496,0.11648091115233995,False,True,1806605.0,True,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,ok,True,band-protocol,BAND-USDT-SWAP,BANDUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Band,markets_max_mcap,1,band-protocol,1927739.0,33332477.0,,30,30,30,30,0.026169162212889185,2.8313627445749474,402064.9965,820782.7029390001,2026-08-05,2026-09-03,band-protocol,Band,2026-08-05,2026-09-03,29.0,0.17438897393233496,0.0004416731323216282,0.11648091115233995,-0.06194419034090853,17.322032547580932,-4.380659344510307,-3.1579701852543023
